trialIndex	stimulus	isAnimate	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	枕头	False	animate	inanimate	right	1.464	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 214.0, 337.0, 472.0, 622.0, 840.0, 893.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 958.0, 955.0, 953.0, 951.0, 946.0, 932.0, 925.0, 901.0, 882.0, 864.0, 849.0, 834.0, 818.0, 802.0, 792.0, 789.0, 789.0, 789.0, 789.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -479.0, -417.0, -345.0, -256.0, -123.0, 110.0, 181.0, 298.0, 396.0, 509.0, 530.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 537.0, 534.0, 532.0, 527.0, 517.0, 512.0, 501.0, 497.0, 492.0, 486.0, 480.0, 470.0, 458.0, 452.0, 451.0, 451.0, 451.0, 451.0]	[0.006132730766694294, 0.01057961763945059, 0.01620546883714269, 0.029247463044157485, 0.045746819629130187, 0.06118155845979345, 0.07891517532698344, 0.09596134744788287, 0.11072604951550602, 0.1290583645386505, 0.14559321976048523, 0.1616116380901076, 0.1790643378662935, 0.19594428079290083, 0.21088784137464245, 0.22925258303803275, 0.24574067563662538, 0.2610658465564484, 0.2791209991519281, 0.29588352351493086, 0.3109247053434956, 0.3291983110830188, 0.3455546491277346, 0.3610965665320691, 0.379167761777353, 0.39597841409704415, 0.4109653239756881, 0.4292628230286937, 0.4456191610734095, 0.4611225078442658, 0.4790947165056423, 0.49591219548892695, 0.5106052176161029, 0.5290276445630298, 0.5457000570022501, 0.5618556912158965, 0.5791261191443482, 0.5959214114809583, 0.6108550734024902, 0.6292088924092241, 0.6457806116013671, 0.6611115851846989, 0.6790435165494273, 0.6959200461496948, 0.7107680334775068, 0.7292443910446309, 0.7457062009962101, 0.7611068065234576, 0.7791083698284638, 0.7959511074550392, 0.810906614693522, 0.8291839750963845, 0.8457809529354563, 0.8610938358688145, 0.8790616072001285, 0.8959644194437715, 0.9108461987452756, 0.9292368817186798, 0.9454464465525234, 0.9617420273134485, 0.9790974471688969, 0.9958705528588325, 1.0108427854138426, 1.0292041137472552, 1.0456980090057186, 1.0611054411892837, 1.0790305458940566, 1.0959173154842574, 1.1108731640561018, 1.1292867163429037, 1.1455153958268056, 1.1609996279476036, 1.1791169031530444, 1.195914243486186, 1.2108444920813781, 1.2292843270115554, 1.245665923699562, 1.2610262519265234, 1.278957159291167, 1.2959152674848156, 1.31086940939349, 1.3293686362740118, 1.3453925159337814, 1.3617778672851273, 1.3790155272399716, 1.395964760777133, 1.4106007802874956, 1.4290709938613873]
1	松鼠	True	inanimate	animate	right	1.067	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, 119.0, 330.0, 433.0, 482.0, 514.0, 550.0, 585.0, 622.0, 673.0, 722.0, 767.0, 791.0, 795.0, 799.0, 799.0, 802.0, 803.0, 805.0, 806.0, 806.0, 806.0, 806.0, 806.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -470.0, -439.0, -423.0, -392.0, -337.0, -245.0, -132.0, -12.0, 99.0, 186.0, 261.0, 341.0, 381.0, 405.0, 424.0, 433.0, 437.0, 445.0, 445.0, 446.0, 446.0, 446.0, 446.0]	[0.0001570132044435013, 0.004954107778758043, 0.015289672290236922, 0.03386057911120588, 0.050141823885496706, 0.065594312032772, 0.08355116070742952, 0.10034372237714706, 0.11509579512494383, 0.13349808342172764, 0.1501257812305994, 0.16549805611430202, 0.1834600247857452, 0.20035293836917845, 0.21530230161442887, 0.23372472856135573, 0.2500134826586873, 0.2655676880531246, 0.2836146486552025, 0.30035566903461586, 0.3151162751055381, 0.3335124194090895, 0.35005410129087977, 0.36551375743511016, 0.38350371541673667, 0.40037034635679447, 0.4152838696281833, 0.4335503073743894, 0.4502094078270602, 0.46551580543018645, 0.483459683451656, 0.5003150504016958, 0.5152773843001341, 0.5336172086535953, 0.5501844905156759, 0.565612061349384, 0.5835730060243804, 0.6003563517006114, 0.6152831869621878, 0.633660899282404, 0.6502261331443151, 0.6655584720610932, 0.6835873420095595, 0.7003280210592493, 0.7150872617967252, 0.7336919605877483, 0.7499114240818017, 0.7654878161229135, 0.7833941475073516, 0.8002341544706724, 0.8153043496131431, 0.8335445047123358, 0.8499168854104937, 0.8655140987648338, 0.8834118968261464, 0.900335189053294, 0.9153183442685986, 0.9337100512384495, 0.9499636480359186, 0.9655649573905976, 0.9832337209772959, 1.0002918397549365, 1.015387293540698, 1.0336342753034842]
2	核桃	False	inanimate	animate	left	1.166	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 13.0, 32.0, 66.0, 105.0, 148.0, 182.0, 202.0, 210.0, 207.0, 198.0, 177.0, 105.0, 42.0, 20.0, 20.0, 59.0, 138.0, 229.0, 318.0, 354.0, 363.0, 363.0, 344.0, 214.0, 68.0, -102.0, -309.0, -500.0, -652.0, -753.0, -805.0, -828.0, -833.0, -833.0, -833.0, -832.0, -831.0, -831.0, -831.0, -831.0, -831.0, -830.0, -823.0, -815.0, -811.0]	[-490.0, -490.0, -490.0, -490.0, -488.0, -488.0, -486.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -476.0, -449.0, -420.0, -370.0, -289.0, -195.0, -100.0, -20.0, 26.0, 71.0, 126.0, 139.0, 159.0, 189.0, 219.0, 234.0, 240.0, 272.0, 315.0, 350.0, 389.0, 413.0, 424.0, 426.0, 426.0, 417.0, 396.0, 372.0, 347.0, 330.0, 319.0, 317.0, 317.0, 322.0, 325.0, 326.0, 330.0, 335.0, 337.0, 343.0, 348.0, 355.0, 362.0, 370.0, 382.0, 391.0, 392.0]	[0.013747870936640538, 0.019658052558952477, 0.025728660712047713, 0.04442210609340691, 0.060632353593973676, 0.07626506558881374, 0.09413146100996528, 0.1109257293464907, 0.1259925111553457, 0.14438353546211147, 0.16083408142367261, 0.17623298028411227, 0.19408265038509853, 0.2110247159289429, 0.22573378070956096, 0.24415586632312625, 0.26082145210239105, 0.27623059095276403, 0.2941434076674341, 0.31107932921440806, 0.32605463376967236, 0.3443681754724821, 0.36071495619034977, 0.37615276701762923, 0.3941952902896446, 0.4109765879693441, 0.4259911458211718, 0.4442261809272168, 0.4608944973733742, 0.4762490229368268, 0.49389321054695756, 0.5109557666510227, 0.5260109431401361, 0.5442927408730611, 0.5606658042343042, 0.576151060351549, 0.5940290610960801, 0.6109185613495356, 0.6259747618350957, 0.6443299461716379, 0.660855585403624, 0.6762479989374697, 0.6938918452142389, 0.7109625933117059, 0.7260051404773549, 0.7442439302467392, 0.7604947963809536, 0.7762292256193177, 0.7941300956772466, 0.8109438199971919, 0.8259812471660553, 0.8442053596118058, 0.860696182873653, 0.8762486816012824, 0.8938440585880016, 0.9109107106924057, 0.9260167458014621, 0.9441964849538635, 0.9606845775524562, 0.9762258122900676, 0.9940662663975672, 1.0109079800276959, 1.0260443937768287, 1.0442712368894718, 1.0606678522308357, 1.0762609695921128, 1.0938075359517825, 1.1109148066861962, 1.125989780492091, 1.1443715888053703, 1.1607016442030726]
3	厨师	True	animate	inanimate	left	1.078	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 29.0, 79.0, 113.0, 132.0, 227.0, 290.0, 346.0, 400.0, 443.0, 479.0, 516.0, 528.0, 532.0, 531.0, 513.0, 501.0, 409.0, 306.0, 171.0, 9.0, -161.0, -320.0, -455.0, -567.0, -661.0, -769.0, -814.0, -832.0, -859.0, -865.0, -868.0, -869.0, -869.0, -869.0, -869.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -475.0, -449.0, -414.0, -385.0, -236.0, -122.0, -23.0, 70.0, 145.0, 204.0, 270.0, 289.0, 309.0, 323.0, 342.0, 347.0, 358.0, 358.0, 358.0, 358.0, 358.0, 358.0, 375.0, 395.0, 420.0, 448.0, 457.0, 459.0, 462.0, 464.0, 465.0, 465.0, 465.0, 465.0, 465.0]	[0.0014745587432116736, 0.006632783675740939, 0.01787288075138349, 0.036399414275365416, 0.05277247763660853, 0.06812700320006115, 0.0861162785149645, 0.10295935747490148, 0.11790018739338848, 0.13625093439986813, 0.15270864835838438, 0.168222235119174, 0.18592171868294827, 0.20299417344722315, 0.21787219808538794, 0.23627789971214952, 0.25274517099387594, 0.2681850298176869, 0.28611730251577683, 0.30295082414886565, 0.31788721673729015, 0.33630452368743136, 0.3527223016790231, 0.3681744484929368, 0.3860927265341161, 0.40295218948085676, 0.41789779806276783, 0.4362632223892433, 0.4526816830475582, 0.4681280271979631, 0.48611525451633497, 0.503055954726733, 0.5179025767247367, 0.5362205557612469, 0.5528219709267432, 0.5681826404870662, 0.5859968119511905, 0.6030050961053348, 0.6176510142722691, 0.6361103051858663, 0.6527246910081885, 0.6681686458323384, 0.6860189986000478, 0.7028962108634005, 0.7177913021514541, 0.7361836917916662, 0.7527393683303671, 0.7681570405075036, 0.7859875959584315, 0.8029378534956777, 0.8176858302431356, 0.8362454730704485, 0.8526762217188661, 0.8680891152325785, 0.8859336653367791, 0.9028443282404623, 0.9177633128419984, 0.9361662838055054, 0.9526028351137938, 0.9681198352045612, 0.9860370892492938, 1.0030443494033534, 1.0179373926948756, 1.0362062197709747, 1.0524772245553322]
4	葡萄	False	animate	inanimate	right	1.078	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.0, 82.0, 184.0, 194.0, 199.0, 204.0, 209.0, 217.0, 246.0, 258.0, 275.0, 284.0, 268.0, 247.0, 121.0, 48.0, 20.0, 20.0, 30.0, 60.0, 158.0, 207.0, 323.0, 461.0, 633.0, 672.0, 717.0, 722.0, 722.0, 722.0, 722.0, 722.0, 722.0, 722.0, 722.0, 722.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -484.0, -471.0, -434.0, -426.0, -417.0, -395.0, -355.0, -295.0, -188.0, -152.0, -95.0, -23.0, 31.0, 61.0, 155.0, 189.0, 200.0, 202.0, 214.0, 243.0, 306.0, 328.0, 377.0, 422.0, 463.0, 468.0, 478.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0]	[0.013395615234912839, 0.018226501779281534, 0.02485792012157617, 0.043354416338843293, 0.06014595400847611, 0.07494922670957749, 0.09343070427348721, 0.10995907416872797, 0.12533476238240837, 0.14312299253651872, 0.1600995327135024, 0.17495434670490795, 0.1933409336816112, 0.2097638316663506, 0.22527878376058652, 0.2433557816693792, 0.2602449405894731, 0.27505777061742265, 0.29347541890092543, 0.30999047680961667, 0.32535012236621697, 0.34329195239115506, 0.36012718069105176, 0.37513081588986097, 0.3933559523356962, 0.41003860476848786, 0.4253647996883956, 0.4432827363998513, 0.460151074003079, 0.47507381327159237, 0.49338394164442434, 0.5099392768534017, 0.52532793572027, 0.5432953657218604, 0.5602343592654506, 0.5748502401293081, 0.593325915029709, 0.6099652181619604, 0.6253931303326681, 0.643185797813203, 0.6600592554168543, 0.6750936105854635, 0.6933211363648297, 0.709772364993114, 0.7253030184074305, 0.7430175206245622, 0.7602254846060532, 0.7748618454497773, 0.7932808590667264, 0.8099399595193972, 0.8253333970496897, 0.8428990780594177, 0.86003331410393, 0.874857066788536, 0.8932637924153823, 0.9098860288977448, 0.9253521703649312, 0.9431700964960328, 0.9601592659964808, 0.9751413972117007, 0.9933409336808836, 1.0099327915231697, 1.0253630930237705, 1.0432103737948637, 1.060052428754716]
5	电视	False	inanimate	animate	left	1.039	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 13.0, 26.0, 59.0, 94.0, 143.0, 205.0, 259.0, 281.0, 272.0, 225.0, 161.0, 74.0, -47.0, -190.0, -421.0, -553.0, -606.0, -732.0, -760.0, -775.0, -782.0, -785.0, -790.0, -791.0, -793.0, -793.0, -793.0, -793.0, -793.0, -793.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -473.0, -460.0, -444.0, -405.0, -366.0, -303.0, -211.0, -92.0, 12.0, 101.0, 181.0, 242.0, 285.0, 320.0, 336.0, 366.0, 385.0, 395.0, 420.0, 430.0, 443.0, 454.0, 467.0, 476.0, 478.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0]	[0.00098201516084373, 0.006007461539411452, 0.016657735115586547, 0.0355662203146494, 0.05158566264435649, 0.06716854001570027, 0.08516907932062168, 0.10204048892410356, 0.11689530291550909, 0.13520577262170264, 0.15175667050061747, 0.16715420402761083, 0.18517692997920676, 0.20195925165899098, 0.21703422546124784, 0.23533616184431594, 0.2517832944758993, 0.2672142786432232, 0.2851427966779738, 0.3020200089413265, 0.3169222682226973, 0.3352361512625066, 0.3515825906470127, 0.36712109472136945, 0.3851127593698038, 0.4020322969299741, 0.4169038362415449, 0.4352480979214306, 0.4517518918364658, 0.46714020937361056, 0.48492980485752923, 0.5019514009982231, 0.5169703961837513, 0.5351788073130592, 0.5515662066609366, 0.5671535213587049, 0.5851192446971254, 0.6020763288943272, 0.6170328601292567, 0.635242636592011, 0.6514617587490648, 0.6671118787307933, 0.6848533462580235, 0.7018670917386771, 0.7167553563667752, 0.7351276073568442, 0.7514641480811406, 0.7671477186995617, 0.7850079701238428, 0.8018971290475747, 0.816671388438408, 0.8353344551796908, 0.85141840945289, 0.8671685400149727, 0.8849956821359228, 0.9019636889897811, 0.9166792390969931, 0.935008823456883, 0.9516559772528126, 0.9671405507033342, 0.9847355863566918, 1.0036232502388884]
6	楼梯	False	animate	inanimate	right	1.264	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -3.0, -3.0, -6.0, -32.0, -79.0, -127.0, -155.0, -161.0, -145.0, -89.0, 13.0, 129.0, 342.0, 415.0, 585.0, 630.0, 642.0, 647.0, 648.0, 650.0, 654.0, 656.0, 658.0, 660.0, 663.0, 663.0, 670.0, 673.0, 675.0, 680.0, 685.0, 691.0, 700.0, 711.0, 718.0, 719.0, 719.0, 719.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -490.0, -480.0, -473.0, -464.0, -449.0, -427.0, -399.0, -310.0, -231.0, -160.0, -99.0, -56.0, -20.0, 12.0, 55.0, 100.0, 149.0, 211.0, 233.0, 281.0, 304.0, 314.0, 321.0, 327.0, 330.0, 338.0, 342.0, 346.0, 350.0, 355.0, 357.0, 365.0, 369.0, 372.0, 378.0, 382.0, 386.0, 390.0, 396.0, 402.0, 403.0, 403.0, 403.0]	[0.0060177015329827555, 0.010728780180215836, 0.015872327789111296, 0.029031057896645507, 0.04535633463092381, 0.060727585514541715, 0.07870627950615017, 0.09564834504635655, 0.110615457608219, 0.128978833938163, 0.14554065447373432, 0.16082896142688696, 0.17884008205874125, 0.19563776372524444, 0.21053763367672218, 0.22896961794685922, 0.24550856916903285, 0.2609706146395183, 0.2788332553973305, 0.29566472903388785, 0.31062501493579475, 0.3289703006121272, 0.3455406544744619, 0.3608658253942849, 0.37871686082871747, 0.3956732623591961, 0.41062330827116966, 0.429032423227909, 0.44552051582286367, 0.4609289720101515, 0.4786789728605072, 0.495665070367977, 0.5106253562662459, 0.5289723486130242, 0.5454331345645187, 0.560808140111476, 0.578780690109852, 0.5955855397696723, 0.6106966948718764, 0.6289231966547959, 0.6454102652496658, 0.660791756126855, 0.6786199222442519, 0.6955882704314718, 0.7107246841842425, 0.728981905936962, 0.7453314173180843, 0.7608245240990072, 0.7787414368103782, 0.7955961210936948, 0.8106021456223971, 0.8288696073650499, 0.8453778386137856, 0.8608088227774715, 0.8786759008653462, 0.8955824677723285, 0.9104168017802294, 0.9288972553440544, 0.945197273431404, 0.9608504654097487, 0.9786810208606767, 0.9956309370645613, 1.0106151162763126, 1.0289081779992557, 1.0453495079709683, 1.0608955213720037, 1.078736316812865, 1.095672921026562, 1.1103512658337422, 1.1298854144988582, 1.1451054548451793, 1.160793462790025, 1.1787154954981816, 1.1955971450915968, 1.2106195536071027, 1.2288832606864162]
7	兔子	True	animate	inanimate	left	1.047	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 12.0, 13.0, -11.0, -29.0, -54.0, -104.0, -191.0, -304.0, -414.0, -528.0, -622.0, -694.0, -771.0, -791.0, -836.0, -848.0, -853.0, -855.0, -856.0, -857.0, -857.0, -857.0, -857.0, -856.0, -856.0, -856.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -460.0, -393.0, -344.0, -246.0, -216.0, -180.0, -130.0, -69.0, 2.0, 64.0, 120.0, 166.0, 204.0, 257.0, 274.0, 326.0, 347.0, 359.0, 369.0, 376.0, 382.0, 389.0, 390.0, 392.0, 395.0, 396.0, 396.0]	[0.013514057809516089, 0.019322522184666013, 0.02546276227803901, 0.04419614362632274, 0.06049650305067189, 0.07600496981467586, 0.09379729596548714, 0.11084619874964119, 0.12556584485719213, 0.14404902908427175, 0.16052722302265465, 0.17596605785001884, 0.1939584051615384, 0.21085575607503415, 0.2256982820763369, 0.24409681570978137, 0.26041628978418885, 0.27600974847882753, 0.2938338186031615, 0.31085575607721694, 0.3257467513685697, 0.3440817970549688, 0.36066648690393777, 0.376008383147564, 0.39381197328839335, 0.4108410787557659, 0.42582184463753947, 0.4440585864103923, 0.4606528335825715, 0.47599609515600605, 0.493895258550765, 0.5108318627644621, 0.525780884672713, 0.5441248050192371, 0.560590028304432, 0.5759541111910949, 0.5939386078462121, 0.6107782734761713, 0.6256713167676935, 0.6440910130477278, 0.6605715963196417, 0.6759356792063045, 0.6938822878946667, 0.7109131000288471, 0.7255644795259286, 0.7440258184360573, 0.7605572603315522, 0.7759592311886081, 0.7938310879362689, 0.810705569536367, 0.8256911140852026, 0.8440203571080929, 0.8604657830765063, 0.8759605965205992, 0.8937706719880225, 0.9108130894455826, 0.9255402448798122, 0.9439718878165877, 0.96045383641831, 0.9759565005224431, 0.9937833013100317, 1.0108301560976543, 1.0257730340126727, 1.0440196744420973]
8	白菜	False	animate	inanimate	right	0.884	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 31.0, 57.0, 80.0, 103.0, 129.0, 157.0, 232.0, 313.0, 415.0, 513.0, 608.0, 685.0, 735.0, 753.0, 762.0, 764.0, 766.0, 766.0, 766.0, 768.0, 768.0, 770.0, 770.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -483.0, -436.0, -359.0, -270.0, -191.0, -130.0, -77.0, 6.0, 75.0, 145.0, 212.0, 276.0, 334.0, 374.0, 392.0, 405.0, 411.0, 414.0, 414.0, 415.0, 419.0, 420.0, 422.0, 422.0]	[0.014898504621669417, 0.019484314041619655, 0.028010130765323993, 0.04626803518840461, 0.06326573801561608, 0.0781540026437142, 0.09657472292383318, 0.11305667152555543, 0.12846990637262934, 0.1463625844407943, 0.16329918865449145, 0.1782396772359789, 0.19658735224584234, 0.21304404220427386, 0.2284357730713964, 0.24644006703965715, 0.2632025914026599, 0.2781557093076117, 0.29651498964085476, 0.3130450662029034, 0.3284716130401648, 0.34653154429543065, 0.3632343353747274, 0.37814239731960697, 0.3965276189665019, 0.41308943949843524, 0.42844737839186564, 0.44637248309663846, 0.4632415033702273, 0.4781751652917592, 0.4965334216285555, 0.5129515409498708, 0.5284125624239095, 0.5463803337588615, 0.5631268154684221, 0.5781652666337322, 0.5963927924130985, 0.6129443729550985, 0.6283712611257215, 0.6462844191737531, 0.6631790394239943, 0.6780816400387266, 0.6965641415990831, 0.7127757544330962, 0.7284156344212533, 0.7460895180047373, 0.7631472954490164, 0.7779399868268229, 0.796199939246435, 0.8126716478545859, 0.8284009570998023, 0.8462731551808247, 0.8631650447678112, 0.8779860667855246]
9	记者	True	animate	inanimate	left	1.08	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 13.0, 20.0, 27.0, 33.0, 43.0, 57.0, 85.0, 122.0, 174.0, 184.0, 193.0, 193.0, 181.0, 168.0, 147.0, 85.0, -18.0, -154.0, -294.0, -434.0, -559.0, -657.0, -749.0, -774.0, -780.0, -780.0, -780.0, -780.0, -780.0, -780.0, -781.0, -781.0, -781.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -472.0, -460.0, -449.0, -435.0, -421.0, -399.0, -368.0, -300.0, -217.0, -109.0, -86.0, -37.0, -9.0, 17.0, 43.0, 69.0, 112.0, 156.0, 203.0, 241.0, 282.0, 319.0, 354.0, 401.0, 416.0, 421.0, 421.0, 421.0, 421.0, 421.0, 422.0, 425.0, 425.0, 425.0]	[0.014821704688074533, 0.021775682755105663, 0.0282258532497508, 0.04685376268753316, 0.06304591953812633, 0.07857247695574188, 0.09658086692070356, 0.11333042062688037, 0.12828763453217107, 0.14658684024834656, 0.16316879943406093, 0.17863869556458667, 0.19636992310188361, 0.21345705518615432, 0.22835863180443994, 0.2466834375009057, 0.26313876212589093, 0.27861343691984075, 0.29651294164796127, 0.3133700152611709, 0.3283084558461269, 0.34664077086927136, 0.36317084743132, 0.37854721831172355, 0.3964777843430056, 0.41338912991341203, 0.42831357584145735, 0.4466233628845657, 0.4631930340801773, 0.4786226529140549, 0.4965050909850106, 0.5133939085753809, 0.5283166478402563, 0.5466813895036466, 0.5631647034351772, 0.5786229942459613, 0.5963982537432457, 0.6133171086403308, 0.6283309838290734, 0.6465957149084716, 0.6630640101902827, 0.6785543863043131, 0.6963832350920711, 0.7132297273819859, 0.7283296184978099, 0.7465824029204668, 0.7629059729915753, 0.778623676913412, 0.7963330591337581, 0.8133198393043131, 0.8283944717732084, 0.846625752215914, 0.8631210128078237, 0.8785704289584828, 0.8964416030394204, 0.9133106233130093, 0.9283538531417435, 0.9466530588615569, 0.96314081012315, 0.9785755489538133, 0.9964088350679958, 1.0133495352783939, 1.0283422478169086, 1.0467107441436383, 1.0628977809974458, 1.0785192290022678]
