trialIndex	stimulus	isAnimate	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	老鼠	True	animate	inanimate	left	1.399	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.0, -18.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -13.0, -1.0, 0.0, 1.0, 2.0, 7.0, 11.0, 11.0, -1.0, -23.0, -47.0, -71.0, -95.0, -133.0, -144.0, -176.0, -192.0, -206.0, -217.0, -222.0, -228.0, -237.0, -253.0, -278.0, -326.0, -343.0, -390.0, -445.0, -475.0, -496.0, -508.0, -515.0, -518.0, -519.0, -520.0, -523.0, -527.0, -536.0, -540.0, -552.0, -558.0, -563.0, -568.0, -572.0, -575.0, -581.0, -593.0, -601.0, -623.0, -643.0, -663.0, -676.0, -693.0, -714.0, -732.0, -744.0, -750.0, -755.0, -758.0, -758.0, -758.0, -758.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -499.0, -509.0, -509.0, -509.0, -508.0, -504.0, -496.0, -481.0, -457.0, -424.0, -388.0, -346.0, -306.0, -246.0, -232.0, -189.0, -172.0, -157.0, -147.0, -141.0, -134.0, -124.0, -107.0, -87.0, -55.0, -43.0, -17.0, 12.0, 30.0, 41.0, 49.0, 55.0, 57.0, 57.0, 58.0, 58.0, 58.0, 59.0, 62.0, 70.0, 74.0, 77.0, 82.0, 83.0, 84.0, 88.0, 105.0, 116.0, 163.0, 209.0, 264.0, 311.0, 368.0, 426.0, 469.0, 499.0, 512.0, 521.0, 527.0, 527.0, 527.0, 527.0]	[0.005723882117308676, 0.01068925386061892, 0.027471916866488755, 0.04469592351233587, 0.0621482819551602, 0.07650952832773328, 0.09532824298366904, 0.11136714124586433, 0.12709952250588685, 0.14471128350123763, 0.16576231620274484, 0.17652761901263148, 0.19663315918296576, 0.21147909853607416, 0.22976226155878976, 0.2448768300237134, 0.26320539036532864, 0.27699592791032046, 0.29630343144526705, 0.3113814772805199, 0.3294021552428603, 0.34471230750204995, 0.3621397486422211, 0.37650167767424136, 0.39505961386021227, 0.41146612784359604, 0.4269780079484917, 0.44490823266096413, 0.4617625756072812, 0.47653376299422234, 0.49508111784234643, 0.5113295946503058, 0.5267844721092843, 0.5447809154284187, 0.5616656370111741, 0.5766805362072773, 0.5949206913355738, 0.6114128798944876, 0.6266957255429588, 0.6448150487267412, 0.6616878236527555, 0.6771764931036159, 0.6950114858918823, 0.7114524745265953, 0.726786861428991, 0.7447805741103366, 0.7617390236118808, 0.7766982855391689, 0.7949435606133193, 0.8112435787334107, 0.8268346480908804, 0.84457338496577, 0.8615454877726734, 0.876400301756803, 0.8948240940808319, 0.91118179744808, 0.9268042694311589, 0.9445324249682017, 0.9615120371454395, 0.9763566111214459, 0.9948616406763904, 1.0111981814261526, 1.0266953841783106, 1.0446607662015595, 1.062049295345787, 1.0766006642952561, 1.0951432404690422, 1.1141442268854007, 1.1265864989254624, 1.1475388864055276, 1.1615052105044015, 1.1764798323856667, 1.1949531179270707, 1.2140155443339609, 1.2266540828859434, 1.2470893507706933, 1.261570063768886, 1.2792893446749076, 1.295158600434661, 1.3124351723818108, 1.3268274801084772, 1.3449365632841364, 1.3615267144632526, 1.3764361417270266]
1	鸡蛋	False	animate	inanimate	right	1.046	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -9.0, -16.0, -33.0, -47.0, -60.0, -75.0, -91.0, -109.0, -135.0, -184.0, -250.0, -328.0, -415.0, -502.0, -611.0, -644.0, -653.0, -653.0, -643.0, -600.0, -500.0, -380.0, -267.0, -176.0, -121.0, -105.0, -108.0, -137.0, -159.0, -160.0, -141.0, -76.0, 40.0, 219.0, 444.0, 658.0, 840.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -493.0, -496.0, -497.0, -499.0, -499.0, -499.0, -499.0, -499.0, -500.0, -500.0, -498.0, -493.0, -481.0, -470.0, -459.0, -446.0, -429.0, -413.0, -387.0, -353.0, -306.0, -256.0, -195.0, -133.0, -42.0, -10.0, 4.0, 12.0, 22.0, 38.0, 64.0, 88.0, 112.0, 133.0, 151.0, 161.0, 180.0, 206.0, 230.0, 245.0, 265.0, 292.0, 327.0, 353.0, 374.0, 378.0, 393.0, 397.0, 411.0, 413.0, 414.0, 414.0, 414.0, 414.0]	[0.011409807892050594, 0.01614716916810721, 0.021066802321001887, 0.03986947430530563, 0.05632889491971582, 0.07160559651674703, 0.08965392247773707, 0.1066369479522109, 0.12147674331208691, 0.13983124500373378, 0.15749454725300893, 0.17160662054084241, 0.1909322147257626, 0.21728892822284251, 0.22573282499797642, 0.2396704771090299, 0.2571730114868842, 0.27162880718242377, 0.28997853019973263, 0.3064642334356904, 0.3212524874834344, 0.33945577865233645, 0.3562817909405567, 0.37169741513207555, 0.3897529090172611, 0.4064911987516098, 0.4212518048589118, 0.4396005038288422, 0.45642412680899724, 0.4717820656951517, 0.4896150105050765, 0.5064239561324939, 0.5215197512879968, 0.5397196291014552, 0.5562565323198214, 0.5717475910787471, 0.589402018697001, 0.6062983456067741, 0.6215750472038053, 0.6398565036361106, 0.6564271988463588, 0.6717202844447456, 0.689585997199174, 0.7064335134928115, 0.7215207752888091, 0.7397346477373503, 0.7562930549029261, 0.7716530418256298, 0.7895832665381022, 0.8064638921059668, 0.8215648072073236, 0.8398165676626377, 0.8563036362756975, 0.8717267697793432, 0.8893887067097239, 0.9064113268395886, 0.921320412773639, 0.9396486317855306, 0.9563490335713141, 0.9717441777465865, 0.9897563223494217, 1.0064413641230203, 1.0215508125838824, 1.0397346477257088]
2	老虎	True	animate	inanimate	left	0.965	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -9.0, -14.0, -16.0, -16.0, -16.0, -16.0, -16.0, -16.0, -16.0, -16.0, -16.0, -8.0, -3.0, -3.0, -12.0, -24.0, -31.0, -39.0, -49.0, -72.0, -106.0, -151.0, -225.0, -248.0, -311.0, -351.0, -399.0, -453.0, -518.0, -583.0, -645.0, -695.0, -737.0, -774.0, -801.0, -820.0, -830.0, -830.0, -823.0, -815.0, -812.0, -809.0, -809.0, -808.0, -808.0, -808.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -492.0, -493.0, -493.0, -494.0, -493.0, -493.0, -493.0, -493.0, -493.0, -493.0, -493.0, -493.0, -493.0, -493.0, -503.0, -510.0, -509.0, -504.0, -496.0, -489.0, -478.0, -463.0, -436.0, -396.0, -350.0, -267.0, -239.0, -165.0, -117.0, -61.0, 1.0, 69.0, 133.0, 186.0, 226.0, 257.0, 285.0, 310.0, 325.0, 342.0, 350.0, 364.0, 385.0, 404.0, 415.0, 421.0, 423.0, 423.0, 423.0]	[0.00012001267168670893, 0.00830176571616903, 0.015161194547545165, 0.03352661884855479, 0.05036150582600385, 0.06510538654401898, 0.08376674662576988, 0.1001503913430497, 0.11529260774841532, 0.1333948642713949, 0.150347511167638, 0.16511426120996475, 0.18374524265527725, 0.2000438953982666, 0.21546737023163587, 0.2334317282657139, 0.25032054586336017, 0.26533715170808136, 0.2838217012467794, 0.30056886561214924, 0.3154892156017013, 0.3353203239967115, 0.35042533511295915, 0.36791592283407226, 0.38373944000341, 0.4016467953915708, 0.4154830715851858, 0.43447586602997035, 0.45044479105854407, 0.46758551243692636, 0.48373158933827654, 0.500787318800576, 0.5154332369565964, 0.5337853492819704, 0.550255692563951, 0.5653211090248078, 0.5835213281679899, 0.5999599274946377, 0.6152909010997973, 0.6333487843512557, 0.6500945833977312, 0.665491092891898, 0.6836786827188917, 0.6999056555214338, 0.7154724902356975, 0.7334634722210467, 0.7502577405539341, 0.765311551745981, 0.783579696144443, 0.7999363755225204, 0.8154154876247048, 0.8334604002302513, 0.8502167806145735, 0.8654002983239479, 0.8836500107427128, 0.899831586284563, 0.9153834023163654, 0.9334518669056706, 0.9502666152548045]
3	信封	False	animate	inanimate	right	0.933	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 7.0, 3.0, -33.0, -92.0, -155.0, -247.0, -282.0, -378.0, -441.0, -515.0, -591.0, -654.0, -720.0, -760.0, -778.0, -789.0, -796.0, -800.0, -801.0, -800.0, -775.0, -671.0, -496.0, -247.0, 25.0, 291.0, 527.0, 702.0, 823.0, 897.0, 899.0, 899.0, 899.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -500.0, -507.0, -507.0, -507.0, -507.0, -507.0, -507.0, -507.0, -507.0, -507.0, -507.0, -507.0, -508.0, -505.0, -479.0, -441.0, -390.0, -329.0, -228.0, -191.0, -91.0, -28.0, 46.0, 116.0, 166.0, 215.0, 247.0, 265.0, 281.0, 305.0, 325.0, 335.0, 354.0, 365.0, 384.0, 404.0, 408.0, 408.0, 408.0, 420.0, 439.0, 450.0, 457.0, 457.0, 457.0, 457.0]	[0.015210209996439517, 0.01936252642190084, 0.02910075813997537, 0.04626537283184007, 0.06323986500501633, 0.07805713237030432, 0.0960501623339951, 0.11292873992351815, 0.12776853528339416, 0.14588103181449696, 0.162754830729682, 0.17827319615753368, 0.19615324487676844, 0.2129161105840467, 0.2279139431193471, 0.2459602210437879, 0.2626886121579446, 0.27815407095476985, 0.2961313995765522, 0.3129638972459361, 0.32767637533834204, 0.3459776290692389, 0.3633589902310632, 0.377996375085786, 0.396427676663734, 0.41289528930792585, 0.42817676957929507, 0.44594144774600863, 0.4630644198041409, 0.47794585779774934, 0.49625871679745615, 0.5127010708092712, 0.5280320443562232, 0.5459591970429756, 0.5629050172865391, 0.5780018363730051, 0.5961948875337839, 0.6124822762794793, 0.628136150946375, 0.6461278155911714, 0.6630483771441504, 0.677751297946088, 0.6961436875863001, 0.7124843242927454, 0.7280156603665091, 0.7458076452021487, 0.7628865853184834, 0.7777857725741342, 0.7961116022779606, 0.8124017217196524, 0.8281539002782665, 0.8458281251951121, 0.8629650918883272, 0.8776615273673087, 0.8962617887882516, 0.9126679615001194, 0.9278245138702914]
4	小鸡	True	animate	inanimate	left	0.847	[0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 0.0, -16.0, -32.0, -124.0, -224.0, -349.0, -476.0, -592.0, -684.0, -737.0, -766.0, -777.0, -783.0, -794.0, -800.0, -820.0, -827.0, -827.0, -827.0, -827.0, -827.0]	[-490.0, -490.0, -490.0, -490.0, -489.0, -487.0, -484.0, -483.0, -483.0, -483.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -482.0, -484.0, -484.0, -484.0, -483.0, -482.0, -481.0, -479.0, -478.0, -474.0, -458.0, -436.0, -421.0, -319.0, -223.0, -110.0, 14.0, 114.0, 196.0, 253.0, 292.0, 316.0, 337.0, 367.0, 379.0, 407.0, 418.0, 425.0, 429.0, 432.0, 433.0]	[0.002034891047514975, 0.008650266740005463, 0.015030805312562734, 0.03382903995225206, 0.050264908582903445, 0.06559042085427791, 0.08353839482879266, 0.10042072710348293, 0.11540627165231854, 0.13369762670481578, 0.1502512552542612, 0.16563650080934167, 0.18354180816095322, 0.20043403911404312, 0.21541787695605308, 0.23372356803156435, 0.25009902071906254, 0.2656658554333262, 0.283495728217531, 0.3005620390176773, 0.31517177587375045, 0.3337167413556017, 0.3500621567363851, 0.36559451679931954, 0.38354829349555075, 0.4003876178176142, 0.4154366502771154, 0.4337426826823503, 0.45007854071445763, 0.4656030501355417, 0.48356194683583453, 0.500373964488972, 0.5152967037283815, 0.5336153654498048, 0.549997303460259, 0.5655433168867603, 0.5834919735789299, 0.6003603111603297, 0.6154325542738661, 0.6336809013737366, 0.6500945833977312, 0.6656068048323505, 0.6834254136192612, 0.7004306257585995, 0.7151243305415846, 0.7336440374492668, 0.7499140182044357, 0.7655907621374354, 0.783397082996089, 0.8003514364827424, 0.8152243411168456, 0.8336819253745489]
5	农民	True	inanimate	animate	right	1.232	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 14.0, 18.0, 5.0, -60.0, -137.0, -222.0, -338.0, -477.0, -624.0, -760.0, -877.0, -960.0, -960.0, -960.0, -959.0, -950.0, -936.0, -914.0, -887.0, -862.0, -842.0, -832.0, -832.0, -829.0, -808.0, -731.0, -605.0, -421.0, -211.0, 99.0, 186.0, 326.0, 416.0, 445.0, 455.0, 457.0, 457.0, 457.0, 459.0, 461.0, 462.0, 462.0, 462.0, 462.0, 472.0, 511.0, 592.0, 741.0, 820.0, 839.0, 865.0, 865.0]	[-490.0, -490.0, -490.0, -490.0, -489.0, -486.0, -486.0, -484.0, -483.0, -483.0, -482.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -471.0, -462.0, -442.0, -398.0, -336.0, -251.0, -144.0, -38.0, 68.0, 176.0, 268.0, 368.0, 402.0, 419.0, 433.0, 444.0, 452.0, 456.0, 459.0, 461.0, 466.0, 469.0, 469.0, 470.0, 468.0, 458.0, 446.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 446.0, 447.0, 447.0, 447.0, 450.0, 453.0, 453.0, 453.0, 453.0, 453.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0]	[0.007943912234622985, 0.012638606887776405, 0.017202570976223797, 0.0328216296620667, 0.04925374366575852, 0.06458983721677214, 0.08254463790217414, 0.09929111960809678, 0.1143360561109148, 0.13261956052156165, 0.14920390903716907, 0.16476050374330953, 0.18254702724516392, 0.19936279952526093, 0.21409917098935694, 0.23257450456731021, 0.24917250638827682, 0.26455536257708445, 0.28256341122323647, 0.2993832795182243, 0.3142718854942359, 0.3327089897939004, 0.3491445170948282, 0.3644987012958154, 0.38251084595685825, 0.39935153553960845, 0.4140909789712168, 0.4326625684625469, 0.4491994716809131, 0.4645225946442224, 0.48241493134992197, 0.4992754182894714, 0.5144671279704198, 0.5325731392367743, 0.5489025119459257, 0.5644806106574833, 0.5824224406969734, 0.5992825863067992, 0.6143230854650028, 0.6326550591620617, 0.6491277917521074, 0.6645304452977143, 0.6823934273561463, 0.6992535729659721, 0.7143531227484345, 0.7326437951414846, 0.7490793224424124, 0.7645922265364788, 0.7823514434276149, 0.7994351621600799, 0.8143886214238591, 0.832699773774948, 0.849134277086705, 0.8645014319918118, 0.8823534913826734, 0.8993030662531964, 0.9143616560613737, 0.9326267284923233, 0.9490950237959623, 0.964600418577902, 0.9822101315367036, 0.9993105756002478, 1.0143589254003018, 1.032727763056755, 1.049087855790276, 1.0645976878586225, 1.0823732886929065, 1.0992702983203344, 1.1141036082990468, 1.1325830378918909, 1.1491513437358662, 1.1645717466017231, 1.1824139073723927, 1.199414340837393, 1.2143346907687373]
6	蝴蝶	True	animate	inanimate	left	0.901	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 8.0, 8.0, 8.0, 7.0, 4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, -2.0, -20.0, -63.0, -117.0, -196.0, -287.0, -383.0, -481.0, -584.0, -681.0, -764.0, -843.0, -862.0, -864.0, -864.0, -858.0, -853.0, -851.0, -851.0, -851.0, -851.0, -851.0, -851.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -484.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -483.0, -488.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -492.0, -493.0, -493.0, -476.0, -435.0, -378.0, -298.0, -206.0, -91.0, 20.0, 136.0, 246.0, 345.0, 455.0, 493.0, 509.0, 519.0, 527.0, 531.0, 532.0, 532.0, 532.0, 532.0, 532.0, 532.0]	[0.006978963618166745, 0.011593103699851781, 0.017957940930500627, 0.030739498033653945, 0.04725933459121734, 0.06265038280980662, 0.08068334875861183, 0.09744962776312605, 0.11228259647032246, 0.13080605794675648, 0.14734330249484628, 0.16278862266335636, 0.18060620746109635, 0.19748273707227781, 0.21243551361840218, 0.23073608468985185, 0.24711153737735003, 0.2626613054308109, 0.2806266874540597, 0.29745850240578875, 0.31241844699252397, 0.33071355673018843, 0.3473009772133082, 0.3627285480615683, 0.38058879948221147, 0.39749912108527496, 0.41246350295841694, 0.4307726073311642, 0.44731224118731916, 0.4626991933910176, 0.4807277220534161, 0.4974919530795887, 0.5124662336311303, 0.5308859298820607, 0.5472350999480113, 0.562638777482789, 0.580695295415353, 0.5973619051510468, 0.6124351723119617, 0.6306541647645645, 0.6472234945977107, 0.662601572170388, 0.6804491942748427, 0.6974243691074662, 0.7123737323563546, 0.7307534926803783, 0.7472122306353413, 0.7625851882039569, 0.7805236048880033, 0.797428465099074, 0.8124242496560328, 0.8306306127924472, 0.8470084547880106, 0.8626746174413711, 0.8804768422269262]
7	厨师	True	animate	inanimate	left	0.77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 14.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 20.0, 19.0, 19.0, 19.0, 19.0, 13.0, -2.0, -20.0, -44.0, -78.0, -155.0, -192.0, -318.0, -415.0, -517.0, -617.0, -675.0, -713.0, -733.0, -744.0, -753.0, -763.0, -778.0, -779.0, -779.0, -779.0, -779.0, -779.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -488.0, -489.0, -490.0, -492.0, -493.0, -493.0, -489.0, -473.0, -447.0, -407.0, -350.0, -241.0, -190.0, -46.0, 57.0, 152.0, 234.0, 291.0, 326.0, 349.0, 365.0, 378.0, 389.0, 399.0, 400.0, 400.0, 400.0, 400.0, 400.0]	[0.015239905857015401, 0.02004587510600686, 0.02871027303626761, 0.04698899877257645, 0.06387269636616111, 0.07879407034488395, 0.09714379330398515, 0.11343800876056775, 0.1289829981396906, 0.1468736281967722, 0.1638744030497037, 0.1788114783121273, 0.19709464139305055, 0.2135939979343675, 0.2289881181786768, 0.2469644228112884, 0.26385460572782904, 0.27879850764293224, 0.29706016671843827, 0.3135987766436301, 0.329033856804017, 0.34704566007712856, 0.363894883019384, 0.3789002248668112, 0.39709122804924846, 0.41364144324325025, 0.4289734408375807, 0.44696305750403553, 0.4638583604246378, 0.4787729076924734, 0.4970550467260182, 0.5135448459768668, 0.5289986995048821, 0.5468555375700817, 0.5638549470459111, 0.5785418251762167, 0.5970342254149728, 0.6135550859617069, 0.6289741235086694, 0.6468668015440926, 0.6637419658363797, 0.6787906569661573, 0.6971188760362566, 0.7136182325775735, 0.7290075741475448, 0.7468248176155612, 0.7637672244454734]
8	樱桃	False	inanimate	animate	left	0.875	[0.0, 1.0, 1.0, 1.0, 3.0, 5.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 11.0, 15.0, 15.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 16.0, 18.0, 18.0, 12.0, -3.0, -33.0, -84.0, -148.0, -223.0, -305.0, -384.0, -463.0, -534.0, -584.0, -660.0, -680.0, -694.0, -710.0, -714.0, -719.0, -719.0, -720.0, -720.0, -720.0]	[-490.0, -489.0, -489.0, -488.0, -485.0, -483.0, -481.0, -480.0, -480.0, -480.0, -480.0, -480.0, -480.0, -480.0, -480.0, -480.0, -480.0, -479.0, -478.0, -476.0, -477.0, -484.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -492.0, -492.0, -482.0, -463.0, -417.0, -356.0, -278.0, -197.0, -117.0, -28.0, 66.0, 161.0, 242.0, 327.0, 343.0, 354.0, 363.0, 365.0, 367.0, 368.0, 368.0, 368.0, 368.0]	[0.00015605747466906905, 0.004649024340324104, 0.015197922009974718, 0.03361318091629073, 0.049841860425658524, 0.06542234844528139, 0.08341776777524501, 0.10017585480818525, 0.11523410328663886, 0.1335671009728685, 0.15007260156562552, 0.1654872017679736, 0.18328123458195478, 0.2002120360848494, 0.2151784659945406, 0.23358689830638468, 0.24993538565468043, 0.2654175697825849, 0.2833952397922985, 0.30017960944678634, 0.315216695307754, 0.33351282903458923, 0.350047001556959, 0.3654008444864303, 0.3834355170838535, 0.40021442546276376, 0.41526072728447616, 0.433492690382991, 0.44984698039479554, 0.46540937782265246, 0.48336998117156327, 0.5001519615179859, 0.5152422952814959, 0.5335401356569491, 0.5500381269375794, 0.565477303112857, 0.5833457465050742, 0.6001198762096465, 0.6152139646583237, 0.6334592397324741, 0.6499681536806747, 0.6654738897341304, 0.6833245838643052, 0.700202478794381, 0.7149910741718486, 0.7335906529333442, 0.7499411883181892, 0.7654793511028402, 0.7832174052600749, 0.8001731241238303, 0.8151573033537716, 0.8334844983764924, 0.8499824896571226]
9	公路	False	inanimate	animate	left	0.831	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0.0, 0.0, -32.0, -117.0, -286.0, -335.0, -469.0, -530.0, -572.0, -603.0, -624.0, -643.0, -667.0, -672.0, -675.0, -678.0, -679.0, -680.0, -691.0, -708.0, -723.0, -734.0, -742.0, -748.0, -751.0, -751.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -485.0, -474.0, -465.0, -465.0, -465.0, -465.0, -465.0, -465.0, -465.0, -465.0, -465.0, -465.0, -465.0, -461.0, -450.0, -427.0, -375.0, -295.0, -161.0, -124.0, -27.0, 26.0, 74.0, 116.0, 148.0, 178.0, 211.0, 217.0, 222.0, 228.0, 231.0, 243.0, 290.0, 337.0, 372.0, 396.0, 412.0, 427.0, 439.0, 440.0]	[0.013976632384583354, 0.018564148456789553, 0.02606255270075053, 0.04430714511545375, 0.061363898566924036, 0.07632998714689165, 0.09460939554264769, 0.11112547747325152, 0.12648239237023517, 0.14446449966635555, 0.1612874399870634, 0.1763661684235558, 0.19453873962629586, 0.2111278668162413, 0.2264943390036933, 0.2444211503607221, 0.26127003197325394, 0.27627673919778317, 0.2946486488217488, 0.31117633607937023, 0.32654656295198947, 0.3444576730253175, 0.36140315188094974, 0.37635968311224133, 0.3946527448715642, 0.4111244534724392, 0.426527448289562, 0.4445068249478936, 0.4612969973240979, 0.4763607071363367, 0.49449470767285675, 0.5108937123441137, 0.5264888776582666, 0.5442402438493446, 0.561250917322468, 0.5761354273417965, 0.5944476036820561, 0.6111398134380579, 0.6265288136200979, 0.6443812143988907, 0.6613389812991954, 0.676316675147973, 0.6944694489939138, 0.7110933921649121, 0.7264888776699081, 0.7442989531555213, 0.7612417013733648, 0.7762968778260984, 0.794515187619254, 0.8110848588403314, 0.8264646430616267]
