trialIndex	stimulus	isAnimate	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	香蕉	False	inanimate	animate	left	1.284	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -17.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -19.0, -18.0, -15.0, -15.0, -15.0, -17.0, -20.0, -25.0, -31.0, -45.0, -63.0, -89.0, -129.0, -183.0, -245.0, -306.0, -400.0, -441.0, -459.0, -520.0, -568.0, -620.0, -653.0, -669.0, -671.0, -681.0, -682.0, -690.0, -697.0, -704.0, -708.0, -718.0, -724.0, -725.0, -728.0, -730.0, -734.0, -736.0, -739.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0, -740.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -483.0, -477.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -473.0, -471.0, -465.0, -457.0, -446.0, -429.0, -406.0, -378.0, -355.0, -309.0, -282.0, -250.0, -104.0, -33.0, 33.0, 63.0, 83.0, 89.0, 113.0, 118.0, 148.0, 172.0, 195.0, 209.0, 246.0, 263.0, 277.0, 295.0, 315.0, 336.0, 353.0, 369.0, 377.0, 382.0, 384.0, 384.0, 385.0, 385.0, 385.0, 385.0]	[0.010372769786044955, 0.015496861393330619, 0.02038543322123587, 0.03597001725574955, 0.052832893532468006, 0.06928002618951723, 0.08601933988393284, 0.10306278135976754, 0.1178107580926735, 0.13634957961039618, 0.15269431233173236, 0.16813109916984104, 0.18604220921406522, 0.2032481251808349, 0.21803945122519508, 0.23630349963787012, 0.25289467483526096, 0.2680781925446354, 0.2861647477839142, 0.30311022663954645, 0.31801214459119365, 0.3363267102977261, 0.3528892135072965, 0.36812529648886994, 0.38621219305787235, 0.40317200793651864, 0.4177868647966534, 0.43635743026970886, 0.45346947966027074, 0.4683024483383633, 0.4861582624434959, 0.5030607333465014, 0.5178254354104865, 0.536370059591718, 0.552764968277188, 0.5680590778938495, 0.5861661130911671, 0.6032525625196286, 0.6180981605139095, 0.6363178356259596, 0.6529663547698874, 0.6681355364853516, 0.6859278626507148, 0.7029132774914615, 0.7176732008811086, 0.7362557130109053, 0.7525451497931499, 0.76807614453719, 0.78585823069443, 0.8029535547830164, 0.8183674722968135, 0.8362253343802877, 0.8526458430278581, 0.8679754512850195, 0.8859285452926997, 0.9028951868240256, 0.9178916540404316, 0.9362359156948514, 0.9529274427914061, 0.9681130085082259, 0.9883707832195796, 1.0030289893911686, 1.0178018834267277, 1.0362959903141018, 1.0548740651283879, 1.0680211899161804, 1.087423242686782, 1.102996221394278, 1.119222511566477, 1.1362106570741162, 1.157036068616435, 1.1679580433119554, 1.1860050038958434, 1.202853885537479, 1.2181626724777743, 1.2358461133844685, 1.2545641347242054]
1	老鹰	True	inanimate	animate	right	0.918	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -8.0, -21.0, -34.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -88.0, -156.0, -195.0, -325.0, -416.0, -500.0, -560.0, -602.0, -638.0, -677.0, -705.0, -723.0, -735.0, -737.0, -738.0, -738.0, -737.0, -723.0, -675.0, -566.0, -404.0, -196.0, 20.0, 222.0, 477.0, 604.0, 650.0, 715.0, 721.0, 723.0, 723.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -485.0, -475.0, -469.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -451.0, -432.0, -417.0, -349.0, -291.0, -237.0, -147.0, -50.0, 33.0, 125.0, 190.0, 228.0, 260.0, 266.0, 266.0, 270.0, 275.0, 286.0, 308.0, 348.0, 387.0, 426.0, 460.0, 485.0, 496.0, 496.0, 496.0, 497.0, 497.0, 497.0, 497.0]	[0.011156470485730097, 0.016129692899994552, 0.021021336724516004, 0.03908468130975962, 0.05561680588289164, 0.07097747543593869, 0.08899644672055729, 0.10657475705374964, 0.12079127825563774, 0.13860237773042172, 0.15544579800916836, 0.17115701662260108, 0.18874249493819661, 0.2057361017796211, 0.22074792895000428, 0.23859486839501187, 0.2553181394760031, 0.2737436384195462, 0.288802569557447, 0.3068113008630462, 0.3206014970783144, 0.34036775221466087, 0.35541712603298947, 0.371423256379785, 0.38888585483073257, 0.40610166944679804, 0.4205772624409292, 0.43898330538650043, 0.4556936058215797, 0.4706484303751495, 0.4886981216550339, 0.5056811471586116, 0.5203297959815245, 0.5388064948783722, 0.5554290727013722, 0.5706651557120495, 0.5886820789892226, 0.6056128805503249, 0.6205974010808859, 0.6388890974922106, 0.6551409876265097, 0.6707201103272382, 0.6886298550234642, 0.7055558779393323, 0.720340377301909, 0.7388440415088553, 0.7553113127942197, 0.7706569636939093, 0.788643508363748, 0.8056033232132904, 0.8205714597715996, 0.8388399455288891, 0.8553778727364261, 0.8707614116137847, 0.8885824097378645, 0.905730981787201]
2	孔雀	True	animate	inanimate	left	0.824	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 5.0, 2.0, -13.0, -37.0, -71.0, -114.0, -168.0, -237.0, -290.0, -359.0, -381.0, -455.0, -508.0, -555.0, -589.0, -607.0, -618.0, -629.0, -638.0, -647.0, -651.0, -654.0, -659.0, -671.0, -685.0, -694.0, -702.0, -703.0, -705.0, -705.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -481.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -474.0, -465.0, -449.0, -425.0, -371.0, -255.0, -144.0, -51.0, 54.0, 94.0, 196.0, 251.0, 296.0, 330.0, 345.0, 356.0, 368.0, 377.0, 383.0, 386.0, 386.0, 388.0, 390.0, 392.0, 395.0, 398.0, 398.0, 399.0, 399.0]	[0.014519283606205136, 0.019550873985281214, 0.02682502244715579, 0.045509934483561665, 0.06198198444326408, 0.07741126194014214, 0.09525239872164093, 0.11242349873646162, 0.12703664891887456, 0.14561847838922404, 0.1618580805370584, 0.1773552833183203, 0.1951923241140321, 0.21231495481333695, 0.2269622383173555, 0.24558639310998842, 0.2619000645063352, 0.27721738477703184, 0.29530598799465224, 0.3122797975083813, 0.3270260675926693, 0.3456587557157036, 0.36491130461217836, 0.3773071553732734, 0.3953404626518022, 0.4123272428114433, 0.42705473958631046, 0.4455235878122039, 0.4677972754871007, 0.47710508620366454, 0.49657506425864995, 0.5122630721889436, 0.5281695332960226, 0.5453931985830422, 0.5622611948638223, 0.5774262805934995, 0.5954285265761428, 0.6122559042123612, 0.6271004782174714, 0.6450846335210372, 0.6621639149379916, 0.6772225047752727, 0.6968061467341613, 0.7120333550556097, 0.728782567428425, 0.7452884093509056, 0.7626974184822757, 0.7772702913789544, 0.7956148943922017, 0.8119609924615361]
3	金鱼	True	inanimate	animate	right	1.089	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -8.0, -11.0, -17.0, -18.0, -18.0, -18.0, -18.0, -14.0, -10.0, -10.0, -15.0, -82.0, -138.0, -166.0, -264.0, -341.0, -408.0, -463.0, -511.0, -542.0, -576.0, -608.0, -633.0, -657.0, -684.0, -691.0, -701.0, -709.0, -713.0, -717.0, -720.0, -721.0, -721.0, -721.0, -717.0, -630.0, -506.0, -420.0, -115.0, 101.0, 303.0, 479.0, 616.0, 727.0, 836.0, 857.0, 880.0, 889.0, 889.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -487.0, -485.0, -484.0, -481.0, -469.0, -457.0, -453.0, -444.0, -441.0, -441.0, -441.0, -439.0, -407.0, -369.0, -304.0, -187.0, -59.0, 10.0, 44.0, 127.0, 172.0, 212.0, 238.0, 265.0, 282.0, 300.0, 314.0, 325.0, 337.0, 353.0, 357.0, 363.0, 368.0, 370.0, 373.0, 375.0, 375.0, 375.0, 375.0, 378.0, 378.0, 378.0, 378.0, 378.0, 378.0, 378.0, 378.0, 378.0, 378.0, 388.0, 392.0, 396.0, 399.0, 399.0]	[0.00818277703365311, 0.013371721928706393, 0.017376241186866537, 0.034349709370872006, 0.04976738154073246, 0.06559192269924097, 0.0831378063885495, 0.1001665705407504, 0.11482068069744855, 0.13334619021043181, 0.14992439473280683, 0.16511098443879746, 0.18314941172138788, 0.19997269337181933, 0.21504254717729054, 0.2333386809041258, 0.2498370134853758, 0.26510757111827843, 0.28315487306099385, 0.3000453973072581, 0.3150036352162715, 0.33333731556194834, 0.34970833093393594, 0.3650717311538756, 0.3831221050932072, 0.40004710396169685, 0.41503333116997965, 0.4332536889705807, 0.4496260696614627, 0.46513760843663476, 0.4829033105925191, 0.4999842986871954, 0.5147350061160978, 0.5332987449364737, 0.5494642778066918, 0.5650218965311069, 0.5827623400546145, 0.5999552853754722, 0.6147220354469027, 0.6332646116206888, 0.6494659844611306, 0.6650027818686794, 0.6828418706427328, 0.7000406186562032, 0.7147592407418415, 0.7333007929264568, 0.7495315204141662, 0.7650867498014122, 0.7828101266932208, 0.7998576641257387, 0.814681075484259, 0.8332652942917775, 0.8494731524551753, 0.8649863978789654, 0.8829353959008586, 0.9000058026867919, 0.9149531179282349, 0.9332929422671441, 0.9509982284798753, 0.9650969897920731, 0.9875816212734208, 0.999874048109632, 1.0155193894461263, 1.0331857636920176, 1.0498789974371903, 1.065189832384931]
4	蜻蜓	True	animate	inanimate	left	0.965	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.0, -26.0, -50.0, -59.0, -59.0, -59.0, -59.0, -59.0, -59.0, -59.0, -59.0, -59.0, -44.0, -35.0, -34.0, -34.0, -36.0, -38.0, -60.0, -84.0, -105.0, -132.0, -169.0, -214.0, -267.0, -331.0, -421.0, -517.0, -562.0, -583.0, -640.0, -664.0, -681.0, -698.0, -713.0, -723.0, -729.0, -730.0, -730.0, -734.0, -740.0, -743.0, -748.0, -752.0, -756.0, -758.0, -759.0, -759.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -485.0, -477.0, -467.0, -459.0, -459.0, -459.0, -459.0, -459.0, -459.0, -459.0, -459.0, -459.0, -469.0, -475.0, -476.0, -477.0, -477.0, -476.0, -462.0, -440.0, -420.0, -392.0, -344.0, -281.0, -219.0, -153.0, -68.0, 33.0, 95.0, 126.0, 207.0, 247.0, 277.0, 304.0, 324.0, 335.0, 342.0, 343.0, 343.0, 354.0, 367.0, 373.0, 382.0, 390.0, 397.0, 403.0, 405.0, 405.0]	[0.009864866238785908, 0.014639091503340751, 0.02141625905642286, 0.035523895028745756, 0.05296294146683067, 0.06735115320771001, 0.08645215022261254, 0.10223163542104885, 0.11725540927727707, 0.13519246064242907, 0.15261648842715658, 0.16732350521488115, 0.18997709653922357, 0.202010110282572, 0.21741003313218243, 0.23519587397458963, 0.25198195030679926, 0.2670954947534483, 0.2851680553285405, 0.30194457434117794, 0.31711955872015096, 0.3351480873534456, 0.3518201584520284, 0.36718287601252086, 0.3852847912348807, 0.4020814488758333, 0.4170990787388291, 0.43513170335791074, 0.4520454382582102, 0.46733067321474664, 0.48530219920212403, 0.5020288836094551, 0.5170956654183101, 0.5350173567712773, 0.5519000303756911, 0.5673180438752752, 0.5852550952404272, 0.602011816954473, 0.6171018094173633, 0.6350187221250962, 0.6518017264606897, 0.6671190467313863, 0.685242124600336, 0.7020227395987604, 0.7170980547380168, 0.7349538688431494, 0.7516491505957674, 0.7672453399572987, 0.7853397458384279, 0.8020128409552854, 0.8169072495657019, 0.8350071167806163, 0.852059432916576, 0.8671763906895649, 0.8854697937204037, 0.9015786653326359, 0.9172342466190457, 0.9349193942034617]
5	蝌蚪	True	animate	inanimate	left	0.916	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -14.0, -25.0, -39.0, -54.0, -92.0, -206.0, -290.0, -331.0, -436.0, -507.0, -577.0, -645.0, -696.0, -727.0, -751.0, -787.0, -800.0, -841.0, -848.0, -852.0, -853.0, -853.0, -844.0, -838.0, -831.0, -826.0, -821.0, -814.0, -811.0, -808.0, -807.0, -807.0, -807.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -491.0, -492.0, -492.0, -492.0, -473.0, -427.0, -403.0, -392.0, -354.0, -331.0, -312.0, -293.0, -260.0, -231.0, -182.0, -33.0, 39.0, 223.0, 270.0, 295.0, 315.0, 332.0, 349.0, 364.0, 380.0, 390.0, 399.0, 409.0, 412.0, 416.0, 417.0, 417.0, 417.0]	[0.014224371843738481, 0.019028634385904297, 0.029291153652593493, 0.04419068226707168, 0.06097607593983412, 0.07618690028903075, 0.09449395665433258, 0.11085507337702438, 0.12625226555974223, 0.14425280486466363, 0.16142561155720614, 0.17603842040989548, 0.19451819130335934, 0.21097283327253535, 0.226274793560151, 0.24410398365580477, 0.26123617170378566, 0.27615413232706487, 0.2945444739598315, 0.3110547531978227, 0.32627376954769716, 0.34417907692841254, 0.36133242762298323, 0.3758735565643292, 0.39447927934816107, 0.41072058814461343, 0.4261338229989633, 0.4440695090161171, 0.4611511797993444, 0.47583464460331015, 0.4944410500465892, 0.5107356068037916, 0.5262061856046785, 0.5440619997098111, 0.561152203794336, 0.5758537592482753, 0.5944017967558466, 0.6106905508495402, 0.626116756349802, 0.6440575623710174, 0.6610470731975511, 0.6760479777294677, 0.6943908740940969, 0.7129139942699112, 0.7262833268614486, 0.7467947120312601, 0.7613174089929089, 0.7761189750162885, 0.7944376367086079, 0.8109100279980339, 0.8262119882565457, 0.8468834586383309, 0.8609043959877454, 0.8761500363179948, 0.8943802927678917, 0.9129576849227306]
6	篮球	False	animate	inanimate	right	1.184	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.0, -11.0, -16.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -16.0, -16.0, -16.0, -18.0, -43.0, -112.0, -232.0, -306.0, -341.0, -453.0, -524.0, -575.0, -610.0, -627.0, -636.0, -640.0, -644.0, -648.0, -652.0, -654.0, -655.0, -658.0, -661.0, -666.0, -673.0, -682.0, -691.0, -697.0, -702.0, -705.0, -707.0, -707.0, -706.0, -657.0, -551.0, -403.0, -233.0, -28.0, 159.0, 410.0, 482.0, 604.0, 691.0, 767.0, 797.0, 819.0, 834.0, 838.0, 838.0, 838.0]	[-490.0, -490.0, -490.0, -489.0, -489.0, -487.0, -486.0, -486.0, -484.0, -479.0, -472.0, -469.0, -465.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -465.0, -465.0, -465.0, -459.0, -439.0, -401.0, -320.0, -219.0, -180.0, -35.0, 44.0, 100.0, 143.0, 166.0, 180.0, 188.0, 195.0, 201.0, 209.0, 213.0, 214.0, 222.0, 229.0, 242.0, 256.0, 277.0, 298.0, 312.0, 325.0, 336.0, 348.0, 353.0, 359.0, 378.0, 398.0, 415.0, 432.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0]	[0.013755038933595642, 0.018683205387787893, 0.025530004873871803, 0.04419580227113329, 0.06076956947799772, 0.07559844214119948, 0.09379081064253114, 0.11380521487444639, 0.1257877113239374, 0.1458557048754301, 0.16064668959006667, 0.1760599244153127, 0.1939365598373115, 0.21280510906944983, 0.22579760997905396, 0.24492591366288252, 0.260684236214729, 0.2771579928230494, 0.29376862398930825, 0.31172342467471026, 0.3257883939950261, 0.344274650211446, 0.36041799644590355, 0.37595479385345243, 0.39393929051584564, 0.41081650275737047, 0.42576074600219727, 0.4441166130127385, 0.46064293492236175, 0.4759046178951394, 0.4937542880070396, 0.5108008014503866, 0.525784980651224, 0.5439763251342811, 0.5607030095416121, 0.5758875512401573, 0.5936170721251983, 0.610602486965945, 0.625480511575006, 0.6440514184068888, 0.6602705405675806, 0.6759363618621137, 0.693596250785049, 0.7108185507531743, 0.7255201062362175, 0.7439152265142184, 0.7603295911976602, 0.7758762872545049, 0.7938720478850883, 0.8107287801685743, 0.8256351354648359, 0.844053466396872, 0.8619239578256384, 0.8759121272305492, 0.8948161751031876, 0.9107519908284303, 0.926632851944305, 0.9439814451325219, 0.9610013346245978, 0.9759698125126306, 0.9984186040237546, 1.0106198949506506, 1.0263877748220693, 1.0439186398580205, 1.0606221136113163, 1.0759431885380764, 1.0936539360845927, 1.110493601707276, 1.1255812048329972, 1.14366127474932, 1.1621768856130075, 1.1755810341564938]
7	钥匙	False	inanimate	animate	left	0.922	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.0, -10.0, -14.0, -20.0, -30.0, -46.0, -68.0, -98.0, -169.0, -195.0, -265.0, -318.0, -371.0, -429.0, -492.0, -507.0, -539.0, -565.0, -581.0, -597.0, -615.0, -619.0, -634.0, -638.0, -638.0, -638.0, -638.0, -638.0, -638.0, -638.0, -640.0, -644.0, -653.0, -657.0, -672.0, -686.0, -697.0, -708.0, -713.0, -713.0, -713.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -487.0, -485.0, -480.0, -471.0, -460.0, -447.0, -416.0, -404.0, -368.0, -328.0, -263.0, -171.0, -84.0, -55.0, 6.0, 70.0, 130.0, 182.0, 240.0, 254.0, 280.0, 286.0, 287.0, 287.0, 287.0, 287.0, 287.0, 288.0, 296.0, 306.0, 320.0, 325.0, 342.0, 357.0, 368.0, 376.0, 380.0, 380.0, 380.0]	[0.013007519562961534, 0.017915206059115008, 0.023730838409392163, 0.042581979680107906, 0.05884069646708667, 0.07438466185703874, 0.09218040134874173, 0.109267874766374, 0.12397796355071478, 0.14262635295744985, 0.15891852040658705, 0.1744092378357891, 0.1923940758279059, 0.20924876010394655, 0.22407729146652855, 0.24260450765723363, 0.25926975210313685, 0.27439797384431586, 0.2947738498041872, 0.3092395441199187, 0.3267929371504579, 0.342613723652903, 0.360616993624717, 0.37439933919813484, 0.3936856800573878, 0.4092630961094983, 0.42694585435674526, 0.4424635370960459, 0.4641723185777664, 0.47417747270083055, 0.49351467221276835, 0.5092504667700268, 0.5253040424140636, 0.5423686465073843, 0.559592994482955, 0.5744938884454314, 0.5921442200487945, 0.6088203871331643, 0.6241472647234332, 0.6420515481149778, 0.6590724615962245, 0.6742740699555725, 0.6941229276999366, 0.7091456775378902, 0.7271646488225088, 0.7420860227721278, 0.7601517566654366, 0.7742737286316697, 0.7927405288792215, 0.8089695496892091, 0.8243397765618283, 0.8422430359642021, 0.8592260614677798, 0.8742293553368654, 0.8925562090298627, 0.9089685256767552]
8	岛屿	False	animate	inanimate	right	0.981	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -6.0, -15.0, -32.0, -63.0, -110.0, -203.0, -264.0, -324.0, -401.0, -469.0, -523.0, -569.0, -596.0, -619.0, -632.0, -640.0, -647.0, -663.0, -674.0, -680.0, -702.0, -720.0, -735.0, -742.0, -744.0, -744.0, -744.0, -744.0, -744.0, -744.0, -743.0, -739.0, -730.0, -722.0, -716.0, -711.0, -700.0, -653.0, -517.0, -312.0, -61.0, 346.0, 612.0, 728.0, 959.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -481.0, -468.0, -452.0, -426.0, -394.0, -326.0, -253.0, -146.0, -50.0, 26.0, 70.0, 103.0, 123.0, 142.0, 153.0, 158.0, 163.0, 174.0, 184.0, 190.0, 221.0, 246.0, 266.0, 278.0, 285.0, 294.0, 306.0, 320.0, 333.0, 346.0, 352.0, 360.0, 368.0, 377.0, 382.0, 385.0, 389.0, 395.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0]	[0.010921974666416645, 0.015976434340700507, 0.0225399274204392, 0.03799514623824507, 0.05822800361784175, 0.06970259649096988, 0.08765125318313949, 0.1042663216649089, 0.11958807928021997, 0.13766098118503578, 0.154239868366858, 0.16949711402412504, 0.18770723181660287, 0.2044718041724991, 0.21957783927791752, 0.23762548255035654, 0.25446002816897817, 0.26971624983707443, 0.2876573971880134, 0.30441923887701705, 0.3196102659276221, 0.3375002133252565, 0.3541057244874537, 0.36954046331811696, 0.3877212264633272, 0.40449057749356143, 0.41956930595915765, 0.43749816532363184, 0.4543047216429841, 0.46969781783991493, 0.48768606915837154, 0.5044639535190072, 0.5196034392574802, 0.537537418626016, 0.5541784284287132, 0.5695513859682251, 0.5876720745000057, 0.6044547375058755, 0.619585689943051, 0.6373903040657751, 0.6543409029545728, 0.6696947458549403, 0.6876137065410148, 0.7044622468529269, 0.7194488153909333, 0.7374456000397913, 0.754585297399899, 0.7696019032446202, 0.7878236263641156, 0.804109991149744, 0.8196788738423493, 0.8374496960313991, 0.8544965508044697, 0.8693462448136415, 0.8880373008432798, 0.9042864603106864, 0.9197048151690979, 0.9376227518660016, 0.9545743747439701, 0.9693322501552757]
9	铅笔	False	inanimate	animate	left	1.908	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -13.0, -24.0, -33.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -43.0, -57.0, -72.0, -101.0, -119.0, -164.0, -242.0, -317.0, -398.0, -432.0, -446.0, -477.0, -495.0, -510.0, -527.0, -542.0, -560.0, -576.0, -588.0, -596.0, -606.0, -611.0, -614.0, -620.0, -624.0, -629.0, -633.0, -637.0, -641.0, -642.0, -642.0, -642.0, -641.0, -638.0, -637.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -634.0, -635.0, -651.0, -667.0, -687.0, -713.0, -724.0, -729.0, -740.0, -744.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0, -746.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -481.0, -477.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -472.0, -463.0, -454.0, -438.0, -354.0, -319.0, -254.0, -143.0, -62.0, 6.0, 30.0, 40.0, 70.0, 91.0, 115.0, 133.0, 155.0, 180.0, 202.0, 222.0, 237.0, 253.0, 260.0, 263.0, 270.0, 275.0, 282.0, 291.0, 304.0, 317.0, 332.0, 340.0, 346.0, 353.0, 355.0, 357.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 364.0, 380.0, 391.0, 400.0, 412.0, 416.0, 419.0, 423.0, 426.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0, 427.0]	[0.0007362553733401, 0.010489164385944605, 0.016473415278596804, 0.034937484859256074, 0.051818793115671724, 0.06658656717627309, 0.0852687485748902, 0.10153565736254677, 0.11690417758654803, 0.13506241273717023, 0.15191334235714749, 0.1668394949811045, 0.18517488197539933, 0.2043601882760413, 0.21689837492886, 0.23762616523890756, 0.25185395040898584, 0.26659510051831603, 0.28526260459329933, 0.3038772020372562, 0.31690724956570193, 0.33637142495717853, 0.3519102703721728, 0.36778089150902815, 0.38521072195726447, 0.40609757346101105, 0.4167655963683501, 0.4349344128568191, 0.45152661204338074, 0.46686475360183977, 0.4848523222608492, 0.5015909533249214, 0.516920561552979, 0.5347903703222983, 0.5514812147303019, 0.5668534896103665, 0.5848417409288231, 0.6022333420987707, 0.6168280603014864, 0.6351238526985981, 0.6516003399738111, 0.6670012868416961, 0.6849670101655647, 0.7018237424490508, 0.716840348293772, 0.7350545621011406, 0.7515511880046688, 0.7669347268820275, 0.7848594902607147, 0.8017455771914683, 0.8168079216557089, 0.8350989353784826, 0.8515511880104896, 0.8668992282473482, 0.8846901890647132, 0.9018121371336747, 0.9166061938449275, 0.9351132713782135, 0.9515580146689899, 0.9668309616390616, 0.9847154477029108, 1.0017534278449602, 1.016785735002486, 1.035210551286582, 1.051577812002506, 1.0669811481784564, 1.0847069143783301, 1.1018343237810768, 1.1165962951781694, 1.135110199364135, 1.1515658653224818, 1.1670108441612683, 1.1846618584240787, 1.2016684359114151, 1.2165969778434373, 1.2351112233882304, 1.2512675402686, 1.2669514522131067, 1.2846901890588924, 1.3016670705692377, 1.316573767195223, 1.3350443220988382, 1.351294164225692, 1.3667446043691598, 1.384600759804016, 1.4016954012331553, 1.4165642098814715, 1.4352470739395358, 1.451318057544995, 1.466896838916, 1.4875433919660281, 1.501776979828719, 1.516668657772243, 1.5352504872716963, 1.5539681672817096, 1.5669719321886078, 1.5872669121890794, 1.6018408091040328, 1.6167901723529212, 1.6351863166491967, 1.654050087206997, 1.6668879642675165, 1.6870662083674688, 1.7019203396921512, 1.7167669617047068, 1.735162423341535, 1.7536947595071979, 1.7669514522131067, 1.7903365202364512, 1.8017295345198363, 1.8176752489234786, 1.8350224767928012, 1.8521225795266218, 1.8670449774654116, 1.8849536981724668]
