trialIndex	stimulus	isAnimate	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	飞机	False	animate	inanimate	right	1.329	[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -11.0, -20.0, -23.0, -29.0, -29.0, -29.0, -29.0, -29.0, -29.0, 0.0, 14.0, 22.0, 34.0, 47.0, 54.0, 80.0, 98.0, 126.0, 170.0, 223.0, 281.0, 324.0, 382.0, 408.0, 496.0, 554.0, 574.0, 623.0, 661.0, 706.0, 722.0, 729.0, 730.0, 732.0, 733.0, 733.0, 734.0, 734.0, 734.0, 734.0, 734.0, 734.0, 734.0, 734.0, 734.0, 736.0, 745.0, 752.0, 757.0, 757.0, 757.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -483.0, -479.0, -477.0, -474.0, -469.0, -467.0, -448.0, -430.0, -408.0, -375.0, -336.0, -278.0, -215.0, -135.0, -97.0, 13.0, 72.0, 97.0, 163.0, 218.0, 271.0, 294.0, 307.0, 313.0, 319.0, 324.0, 329.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 331.0, 333.0, 344.0, 361.0, 380.0, 391.0, 391.0, 391.0]	[0.005482557724462822, 0.010688226175261661, 0.026608676475007087, 0.044364473927998915, 0.06117955784429796, 0.07609648935613222, 0.09429363027447835, 0.11094965305528603, 0.12637960794381797, 0.14436819445108995, 0.16119010504917242, 0.17613741516834125, 0.1943021294719074, 0.21099877086817287, 0.22641404846217483, 0.2443234457168728, 0.26112590031698346, 0.2761418183799833, 0.29435602595913224, 0.31078745165723376, 0.32689324574312195, 0.34434730489738286, 0.3611828687717207, 0.37614417358417995, 0.39441811441793106, 0.41103693188051693, 0.4263423002557829, 0.4443366894265637, 0.46105927211465314, 0.47624688065843657, 0.4944573335524183, 0.5109676071733702, 0.5263593327836134, 0.544276239379542, 0.5611182885768358, 0.5759109749051277, 0.5942750276299194, 0.6108033919008449, 0.626322093361523, 0.6442714265722316, 0.661110403802013, 0.6761109618819319, 0.6943504280934576, 0.7109238482953515, 0.7269350931455847, 0.7443212270445656, 0.7611383589683101, 0.7760890824429225, 0.794370873918524, 0.8109429288015235, 0.8262363505200483, 0.8442061637178995, 0.8610686929023359, 0.876098946959246, 0.8942145093169529, 0.910821721481625, 0.9263052656315267, 0.9442310468875803, 0.96101814150461, 0.9760842355026398, 0.9942967364040669, 1.0105947009578813, 1.0263185435032938, 1.0441880048019812, 1.0610716966330074, 1.0761374493013136, 1.0941748464247212, 1.1111633274704218, 1.126335917331744, 1.1440705521672498, 1.161102382466197, 1.1760913352190983, 1.1942342042166274, 1.210883741674479, 1.2263140378927346, 1.2442749764304608, 1.2610927910136525, 1.2762309062527493, 1.2944406765163876]
1	兔子	True	inanimate	animate	right	1.033	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -4.0, -6.0, -15.0, -22.0, -24.0, -24.0, -24.0, -24.0, -25.0, -25.0, -25.0, -25.0, -25.0, -21.0, -12.0, 2.0, 14.0, 24.0, 24.0, 24.0, 5.0, -3.0, -32.0, -131.0, -223.0, -284.0, -298.0, -298.0, -293.0, -235.0, -94.0, 81.0, 338.0, 421.0, 581.0, 764.0, 842.0, 857.0, 880.0, 881.0, 881.0, 881.0, 881.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -488.0, -485.0, -485.0, -484.0, -484.0, -484.0, -483.0, -483.0, -483.0, -483.0, -482.0, -468.0, -446.0, -408.0, -365.0, -322.0, -265.0, -181.0, -88.0, -65.0, -15.0, 88.0, 150.0, 182.0, 190.0, 190.0, 201.0, 235.0, 280.0, 328.0, 379.0, 401.0, 449.0, 500.0, 518.0, 525.0, 533.0, 535.0, 535.0, 535.0, 535.0]	[0.00757014992996119, 0.011911563400644809, 0.015975131886079907, 0.03213622191105969, 0.04848129037418403, 0.0638655066723004, 0.08162062146584503, 0.09863299579592422, 0.11376291906344704, 0.13192660934873857, 0.14843824828858487, 0.16386513120960444, 0.18180832042708062, 0.19861930835759267, 0.21363829841720872, 0.23192350321915, 0.24844333415967412, 0.26394599297782406, 0.2818154543056153, 0.2986107408942189, 0.31361027498496696, 0.33191561844432727, 0.34839824406662956, 0.36383092965115793, 0.3817829935287591, 0.39862948007066734, 0.4134293343813624, 0.43178587779402733, 0.4484555538801942, 0.46384864480933174, 0.4818123140139505, 0.4985888273222372, 0.5136286386987194, 0.5319575341127347, 0.5485173010092694, 0.5638421253534034, 0.5818774744693656, 0.5985939131933264, 0.6135989085887559, 0.6317940015287604, 0.6484029203420505, 0.6638243419292849, 0.6816890245827381, 0.6985187857935671, 0.7136473437421955, 0.7318489219760522, 0.7483721662429161, 0.7638574170705397, 0.7817391663847957, 0.7985078290221281, 0.8136005469714291, 0.831987810350256, 0.8484680466644932, 0.8638932229077909, 0.8817599535686895, 0.8987064506509341, 0.9134138037334196, 0.9318345177453011, 0.9485062418098096, 0.963853252818808, 0.9817739140708, 0.9985934353026096, 1.0136011613940354]
2	月亮	False	animate	inanimate	right	1.19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 11.0, 19.0, 33.0, 49.0, 64.0, 82.0, 100.0, 134.0, 167.0, 192.0, 209.0, 218.0, 224.0, 227.0, 228.0, 228.0, 228.0, 228.0, 228.0, 228.0, 228.0, 228.0, 228.0, 229.0, 260.0, 294.0, 310.0, 319.0, 329.0, 338.0, 354.0, 362.0, 362.0, 362.0, 363.0, 374.0, 407.0, 471.0, 538.0, 589.0, 631.0, 669.0, 706.0, 756.0, 781.0, 792.0, 797.0, 800.0, 802.0, 802.0, 802.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -485.0, -479.0, -475.0, -462.0, -449.0, -432.0, -417.0, -395.0, -374.0, -354.0, -334.0, -314.0, -285.0, -257.0, -235.0, -222.0, -216.0, -213.0, -211.0, -210.0, -210.0, -210.0, -210.0, -210.0, -210.0, -210.0, -210.0, -210.0, -208.0, -190.0, -162.0, -144.0, -119.0, -86.0, -48.0, -15.0, 19.0, 44.0, 56.0, 100.0, 132.0, 181.0, 245.0, 302.0, 334.0, 360.0, 383.0, 403.0, 431.0, 446.0, 454.0, 459.0, 464.0, 468.0, 468.0, 468.0]	[0.007129489094950259, 0.01211772847454995, 0.017973977461224422, 0.03113372708321549, 0.04754808614961803, 0.06296643571113236, 0.08096731020486914, 0.09772402621456422, 0.11271741628297605, 0.13101627441938035, 0.14756989732268266, 0.16294558029039763, 0.1809099321544636, 0.19773116006399505, 0.2127225021540653, 0.23101692294585519, 0.2475340232194867, 0.26292745550745167, 0.28090682602487504, 0.29772395791951567, 0.3125425855687354, 0.3312012086098548, 0.34748415448120795, 0.3629188880440779, 0.3809487758553587, 0.3977239237865433, 0.41274564451305196, 0.43108034261967987, 0.4475336136238184, 0.46292124324827455, 0.4809070990886539, 0.49773754298803397, 0.5127118184173014, 0.5309529913065489, 0.547493984864559, 0.5629717263800558, 0.5808186597423628, 0.5976702662592288, 0.612698813638417, 0.6309335012047086, 0.6473802868858911, 0.6628088764555287, 0.6808749455376528, 0.697685933439061, 0.7127189181628637, 0.7310068536316976, 0.7475034739181865, 0.7629382074810565, 0.7808547727472614, 0.7976288967183791, 0.8127680359757505, 0.8309464035846759, 0.8474996851291507, 0.8629176933900453, 0.8808178746548947, 0.8976981531595811, 0.912709975236794, 0.9309593400976155, 0.9474388937524054, 0.9629285818955395, 0.980818864540197, 0.9976708123867866, 1.01246861871914, 1.0308879673830234, 1.047214262536727, 1.0629353744152468, 1.0808239503821824, 1.0976666822680272, 1.1127146856160834, 1.1309527865087148, 1.1474770547647495, 1.1629370469599962]
3	苍蝇	True	animate	inanimate	left	1.324	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -7.0, -20.0, -22.0, -24.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -18.0, -6.0, 2.0, 31.0, 61.0, 108.0, 157.0, 219.0, 291.0, 374.0, 460.0, 534.0, 585.0, 616.0, 618.0, 621.0, 624.0, 629.0, 640.0, 648.0, 650.0, 650.0, 645.0, 613.0, 525.0, 274.0, 161.0, -179.0, -381.0, -548.0, -667.0, -737.0, -758.0, -763.0, -763.0, -766.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0, -767.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -481.0, -478.0, -477.0, -476.0, -476.0, -475.0, -468.0, -463.0, -444.0, -416.0, -393.0, -382.0, -343.0, -299.0, -234.0, -161.0, -83.0, 5.0, 94.0, 168.0, 223.0, 257.0, 276.0, 279.0, 285.0, 289.0, 296.0, 314.0, 338.0, 351.0, 357.0, 360.0, 366.0, 368.0, 368.0, 368.0, 368.0, 368.0, 368.0, 368.0, 376.0, 380.0, 384.0, 387.0, 395.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0, 399.0]	[0.007869157561799511, 0.012337205553194508, 0.016466651286464185, 0.032733213185565546, 0.04904073502984829, 0.06440583668882027, 0.08235346325091086, 0.09932453630608507, 0.11426570246112533, 0.13247479003621265, 0.14906834886642173, 0.1644494931679219, 0.1824182823766023, 0.19923165961517952, 0.21424655368900858, 0.23247646255185828, 0.2489355362195056, 0.26445867502479814, 0.28235066431807354, 0.29922787082614377, 0.3142526635201648, 0.3325498150079511, 0.3490583819511812, 0.3644303102628328, 0.3823779368249234, 0.3992100873729214, 0.4139935577113647, 0.4324682023143396, 0.44909555310732685, 0.4644531454250682, 0.4824690385721624, 0.49917148263193667, 0.5139959129155613, 0.5324217469024006, 0.5490354443900287, 0.5644466259691399, 0.5822430420375895, 0.5992062644509133, 0.6142232065030839, 0.6324210300808772, 0.6488220771716442, 0.6644295251753647, 0.6822846505383495, 0.6991772170003969, 0.7142067883978598, 0.7323953959858045, 0.748890650953399, 0.7644574803416617, 0.7822972457215656, 0.7991928841802292, 0.8142453248728998, 0.8324598737817723, 0.8489513740933035, 0.8644888488634024, 0.8822726356156636, 0.8991361887892708, 0.9141998934501316, 0.9324042023799848, 0.9489178893272765, 0.964449220104143, 0.9820650710607879, 0.9991969119291753, 1.0142312619718723, 1.0323833469301462, 1.0489646178029943, 1.064400375355035, 1.0822565246780869, 1.0991675231489353, 1.114279014436761, 1.1324573820456862, 1.1488140558358282, 1.1644546131719835, 1.182262634538347, 1.1992333662637975, 1.214245529670734, 1.2324283346242737, 1.2489881014917046, 1.2645153362827841, 1.2823646589531563, 1.2992227508220822]
4	骆驼	True	animate	inanimate	left	1.167	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 5.0, 14.0, 18.0, 18.0, 18.0, 18.0, 19.0, 30.0, 52.0, 80.0, 112.0, 122.0, 125.0, 122.0, 104.0, 67.0, -3.0, -117.0, -258.0, -423.0, -558.0, -655.0, -701.0, -741.0, -750.0, -764.0, -773.0, -775.0, -778.0, -779.0, -779.0, -779.0, -779.0, -779.0, -779.0, -779.0, -779.0, -779.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -481.0, -476.0, -443.0, -413.0, -361.0, -314.0, -285.0, -257.0, -229.0, -196.0, -163.0, -110.0, -67.0, -44.0, 10.0, 34.0, 52.0, 73.0, 107.0, 131.0, 154.0, 175.0, 196.0, 218.0, 252.0, 264.0, 292.0, 310.0, 318.0, 327.0, 336.0, 347.0, 354.0, 359.0, 362.0, 363.0, 363.0, 363.0, 363.0]	[0.014331613812828436, 0.020201174804242328, 0.02722409972921014, 0.0453840353875421, 0.06190147699089721, 0.07740720777655952, 0.09533606102922931, 0.11217196626239456, 0.12700629519531503, 0.14535293995868415, 0.16181269628577866, 0.17741400032537058, 0.19532920024357736, 0.2122401987144258, 0.22712026626686566, 0.24533344982773997, 0.2620905071380548, 0.2774733581172768, 0.2952902541437652, 0.31221183395246044, 0.3271482214331627, 0.3454194316000212, 0.3619778331485577, 0.37740881205536425, 0.3954885344428476, 0.41217118117492646, 0.42712395265698433, 0.44532860291656107, 0.46199554833583534, 0.4774159459047951, 0.4953209058439825, 0.5121254084515385, 0.5272570383676793, 0.5454152673482895, 0.5618385010457132, 0.5774012344481889, 0.5953553463332355, 0.6122383555048145, 0.6272218469530344, 0.6453872439160477, 0.66197329343413, 0.6773933496733662, 0.695255984319374, 0.7120802842255216, 0.727219423482893, 0.7453807244601194, 0.7619193286809605, 0.7773946808592882, 0.7952190862270072, 0.812132132705301, 0.8271743333898485, 0.845334610377904, 0.8619182705588173, 0.8774482360167895, 0.8951989134657197, 0.9121006959467195, 0.9271804432501085, 0.9453622242144775, 0.9619236977596302, 0.9774045112426393, 0.9952476899488829, 1.0121846297115553, 1.0271814331354108, 1.0453737953794189, 1.0618864583375398, 1.0773717091651633, 1.0950114534352906, 1.1121200836496428, 1.1271872016368434, 1.1452969613601454, 1.1619956507347524]
5	皇帝	True	inanimate	animate	right	1.081	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, -5.0, -10.0, -10.0, -5.0, 21.0, 50.0, 87.0, 135.0, 169.0, 207.0, 243.0, 276.0, 307.0, 334.0, 385.0, 446.0, 506.0, 570.0, 581.0, 599.0, 601.0, 601.0, 592.0, 527.0, 392.0, 225.0, 33.0, -115.0, -205.0, -217.0, -200.0, 32.0, 258.0, 482.0, 663.0, 798.0, 864.0, 882.0, 882.0, 882.0, 882.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -472.0, -455.0, -434.0, -408.0, -358.0, -310.0, -243.0, -134.0, -51.0, 11.0, 58.0, 101.0, 136.0, 166.0, 218.0, 268.0, 311.0, 349.0, 356.0, 366.0, 366.0, 366.0, 370.0, 379.0, 394.0, 396.0, 396.0, 396.0, 396.0, 397.0, 403.0, 443.0, 473.0, 473.0, 475.0, 490.0, 502.0, 504.0, 504.0, 504.0, 504.0]	[0.007170107681304216, 0.011567499750526622, 0.015565873647574335, 0.03146038265549578, 0.04769861392560415, 0.06328285130439326, 0.08117859525373206, 0.0980114284902811, 0.11277202953351662, 0.1311135542637203, 0.14806346470140852, 0.16299302552943118, 0.18135332359815948, 0.19785642920760438, 0.21327682677656412, 0.23100497626001015, 0.24798116931924596, 0.26277112498064525, 0.28114507638383657, 0.29778710450045764, 0.31326416332740337, 0.33124899517861195, 0.348055204434786, 0.36304757051402703, 0.38133891933830455, 0.39788878755643964, 0.4133224971301388, 0.431163627828937, 0.44796164508443326, 0.4630338830756955, 0.4813320585526526, 0.4977822575601749, 0.5132337164250202, 0.5311335563892499, 0.5479738989379257, 0.5630973368533887, 0.5813146164291538, 0.5977603781211656, 0.6132435809704475, 0.6310222477186471, 0.6479595288110431, 0.6630222094827332, 0.6811899957829155, 0.6978770798596088, 0.7133135200710967, 0.7311334881233051, 0.7479581293591764, 0.7631017059320584, 0.7812930441868957, 0.797849056427367, 0.8132592140173074, 0.8311259446491022, 0.8479567298782058, 0.8630258958728518, 0.8812100661743898, 0.8976158918812871, 0.9132322145742364, 0.9311040652100928, 0.9479382637655362, 0.9630705763702281, 0.9814315570984036, 0.9979370520450175, 1.0132721163972747, 1.031179465673631, 1.0480378988431767]
6	镜子	False	inanimate	animate	left	1.15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -10.0, -20.0, -21.0, -22.0, -22.0, -12.0, 3.0, 18.0, 35.0, 56.0, 79.0, 117.0, 171.0, 236.0, 303.0, 376.0, 400.0, 414.0, 418.0, 418.0, 418.0, 418.0, 405.0, 382.0, 359.0, 344.0, 341.0, 337.0, 324.0, 285.0, 202.0, 83.0, -73.0, -359.0, -459.0, -621.0, -727.0, -816.0, -833.0, -864.0, -879.0, -897.0, -914.0, -916.0, -916.0, -916.0, -916.0, -916.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -481.0, -469.0, -468.0, -467.0, -465.0, -454.0, -438.0, -421.0, -406.0, -389.0, -369.0, -338.0, -291.0, -225.0, -147.0, -46.0, 1.0, 43.0, 71.0, 87.0, 107.0, 132.0, 166.0, 203.0, 225.0, 239.0, 247.0, 266.0, 285.0, 306.0, 324.0, 340.0, 357.0, 386.0, 393.0, 393.0, 393.0, 406.0, 412.0, 421.0, 427.0, 432.0, 437.0, 437.0, 437.0, 437.0, 437.0, 437.0]	[0.013893342314986512, 0.019004461559234187, 0.025884367991238832, 0.044218042108695954, 0.06120720581384376, 0.07607805737643503, 0.09439841948915273, 0.11083735449938104, 0.12636970929452218, 0.14424190126010217, 0.1610918011283502, 0.17615823648520745, 0.19441476932843216, 0.21090319764334708, 0.2263983471202664, 0.24406130201532505, 0.2609900498064235, 0.2761298716941383, 0.2943464686104562, 0.3109069181664381, 0.32635701171238907, 0.34423193434486166, 0.3610261969442945, 0.37610901627340354, 0.39442016239627264, 0.41092736399150454, 0.4263777988671791, 0.4442575001739897, 0.46105108011397533, 0.47611034745932557, 0.4944146669295151, 0.5108689619519282, 0.5263207621464971, 0.5442031941202004, 0.5610022353939712, 0.5758321269822773, 0.5941364464524668, 0.6108109012129717, 0.6263156080094632, 0.6441997466608882, 0.6609834279224742, 0.6761433884967119, 0.6944255213311408, 0.7109033683082089, 0.7263295685406774, 0.7441447579185478, 0.7609444818517659, 0.7761177544016391, 0.7943203566537704, 0.8108299475861713, 0.8264292036183178, 0.8439781533088535, 0.8609895036497619, 0.8761525362206157, 0.8944288663915358, 0.9108077268174384, 0.9262919536558911, 0.9440774470567703, 0.9609857148607261, 0.9761405554309022, 0.9943124377168715, 1.010899169894401, 1.0263506287883501, 1.0442938180058263, 1.06097100340412, 1.0761179933324456, 1.0942366276867688, 1.1108260905311909, 1.1263485466479324, 1.1441391600528732]
7	画家	True	animate	inanimate	left	1.364	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 11.0, 28.0, 57.0, 93.0, 148.0, 225.0, 309.0, 453.0, 547.0, 588.0, 699.0, 770.0, 833.0, 882.0, 903.0, 912.0, 912.0, 908.0, 891.0, 781.0, 614.0, 503.0, 102.0, -168.0, -408.0, -594.0, -754.0, -873.0, -946.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -935.0, -912.0, -895.0, -883.0, -877.0, -876.0, -876.0, -876.0, -876.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -478.0, -458.0, -421.0, -380.0, -325.0, -248.0, -170.0, -49.0, 33.0, 68.0, 187.0, 256.0, 317.0, 374.0, 402.0, 420.0, 430.0, 434.0, 440.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 453.0, 472.0, 482.0, 490.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 491.0, 483.0, 474.0, 469.0, 468.0, 467.0, 467.0, 467.0, 467.0, 467.0]	[0.007294352923054248, 0.012235147005412728, 0.018239534518215805, 0.031681225111242384, 0.047846752480836585, 0.06346682980074547, 0.08140250970609486, 0.09820837763254531, 0.11302973591955379, 0.13122448752983473, 0.14801465414348058, 0.16340057709021494, 0.18132601701654494, 0.19820731951040216, 0.2132020749268122, 0.23140228784177452, 0.24800915867672302, 0.2634585695632268, 0.28134236685582437, 0.2982683839800302, 0.31315869151148945, 0.3313203338184394, 0.34806442048284225, 0.3633875381783582, 0.381324583402602, 0.39816390196210705, 0.41317879600683227, 0.4313609183009248, 0.4480872556450777, 0.4635632904828526, 0.48138291720533744, 0.4981304171960801, 0.5131797858921345, 0.5312997855653521, 0.547932256362401, 0.5633772299042903, 0.5810367714730091, 0.5981488150428049, 0.6131732664362062, 0.6313700660248287, 0.648061246087309, 0.6635342089284677, 0.6813975262630265, 0.698148439580109, 0.713193370931549, 0.7312625120102894, 0.7478867908357643, 0.7633771616383456, 0.781180063058855, 0.798106080153957, 0.813180024822941, 0.8313679497514386, 0.8480099778680597, 0.8635440393118188, 0.8813104181026574, 0.8980845420446713, 0.9129448122985195, 0.9312617610848974, 0.9479307545116171, 0.9633849440433551, 0.9810178616316989, 0.9981418518582359, 1.013164937903639, 1.0313552521693055, 1.0478914670820814, 1.0635040350898635, 1.081250275223283, 1.0981281643908005, 1.1130365626013372, 1.1311019489949103, 1.1479030382761266, 1.1633630304713733, 1.1810509026690852, 1.1980308503843844, 1.2131740856275428, 1.2312480053806212, 1.2479494254221208, 1.263410782936262, 1.281154292402789, 1.2981192214647308, 1.3131293368933257, 1.331270499213133]
8	警察	True	inanimate	animate	right	0.841	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 10.0, 17.0, 30.0, 34.0, 45.0, 74.0, 101.0, 114.0, 118.0, 120.0, 123.0, 134.0, 178.0, 242.0, 332.0, 432.0, 556.0, 692.0, 735.0, 750.0, 787.0, 802.0, 806.0, 806.0, 806.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -488.0, -487.0, -484.0, -480.0, -478.0, -469.0, -459.0, -447.0, -431.0, -401.0, -351.0, -255.0, -224.0, -183.0, -124.0, -76.0, -39.0, -10.0, 11.0, 32.0, 59.0, 120.0, 193.0, 265.0, 328.0, 381.0, 427.0, 438.0, 443.0, 458.0, 461.0, 463.0, 463.0, 463.0]	[0.01643647745368071, 0.02132368227466941, 0.03105952130863443, 0.049681963049806654, 0.06601269554812461, 0.08148907171562314, 0.09939881032914855, 0.11625997419469059, 0.13127555092796683, 0.14948839315911755, 0.16603416539146565, 0.1813770803855732, 0.1993639602442272, 0.21622444142121822, 0.23116287690936588, 0.249371281825006, 0.2659781526599545, 0.28146545149502344, 0.29933457146398723, 0.3161032341013197, 0.33116420812439173, 0.34946033559390344, 0.36602965981001034, 0.3813910067838151, 0.3993830066174269, 0.4162697704450693, 0.43120991258183494, 0.44944289347040467, 0.4660064150230028, 0.48129266875912435, 0.49927715928060934, 0.5160454805882182, 0.5311071372416336, 0.5493623047659639, 0.5659340183192398, 0.581384794524638, 0.5992918024712708, 0.6161389716726262, 0.6311559137247968, 0.649331209337106, 0.6658694722573273, 0.6813502857694402, 0.699169229803374, 0.7161106069106609, 0.7311606582661625, 0.7493424392014276, 0.7659165420627687, 0.7813543476222549, 0.7992616968986113, 0.8161037460959051, 0.8309442190511618]
9	医生	True	inanimate	animate	right	0.731	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 8.0, 21.0, 75.0, 99.0, 194.0, 277.0, 371.0, 453.0, 525.0, 584.0, 622.0, 643.0, 656.0, 672.0, 681.0, 683.0, 685.0, 685.0, 690.0, 706.0, 722.0, 732.0, 733.0, 733.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -489.0, -487.0, -486.0, -482.0, -473.0, -455.0, -427.0, -383.0, -268.0, -221.0, -62.0, 64.0, 179.0, 262.0, 320.0, 370.0, 402.0, 421.0, 434.0, 455.0, 465.0, 467.0, 469.0, 469.0, 471.0, 475.0, 479.0, 480.0, 480.0, 480.0]	[0.014297139190603048, 0.02022131346166134, 0.027283833012916148, 0.04587384813930839, 0.06217932200524956, 0.0776150795572903, 0.0954370955878403, 0.11227095281356014, 0.1272575162583962, 0.14562703028786927, 0.162116482591955, 0.17760105076013133, 0.19543091746163554, 0.21227706267382018, 0.22726465010782704, 0.24555087892804295, 0.26212395780021325, 0.2775894113292452, 0.295463309972547, 0.31223675125511363, 0.3273318585706875, 0.3455307061376516, 0.3621706862759311, 0.37747059331741184, 0.39539466792484745, 0.4121855171979405, 0.4272860858181957, 0.44546616010484286, 0.46208054025191814, 0.4775647670903709, 0.49541204175329767, 0.5121789977129083, 0.5272816143406089, 0.5455477045325097, 0.5620231621724088, 0.5774886157014407, 0.595136551943142, 0.6123055981006473, 0.627287724200869, 0.6454981771239545, 0.6619985520665068, 0.6776042934216093, 0.6953474615584128, 0.7122523160360288, 0.7272559461125638]
